OBJECTID,ID,BLDGID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area
2204,349807,10279,42,228.69,19,181.13,47.56,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,43.2765390755,101.021468124
2205,349808,10957,42,306.92,35,180.83,126.08,Pitched,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,65.7325000182,146.248575491
2206,349809,10957,42,327.58,44,180.86,146.72,Pitched,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,24.5917125464,34.1017494436
2207,349811,10153,41,262.57,14,181,81.57,Flat,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,141.391266687,757.726648686
2208,349812,10182,41,214.82,2,180.96,33.86,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,112.909444383,551.401990956
2209,349813,10250,42,261.88,19,181,80.88,Pitched,1516.857,79.17,6.93,86.29,181.32,54.3,30.08,0.56,240.84926459,1199.07678274
2210,349814,9923,42,187.39,46,181.2,6.19,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,42.4811027765,82.9307821512
2211,349815,9923,41,205.33,5,181.13,24.2,Flat,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,129.254191917,780.789050159
2212,349816,9923,42,205.69,27,181.23,24.46,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,121.845151149,272.7799245
2213,349817,10279,41,264.26,5,181.14,83.12,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,26.2183352405,42.8166883413
2214,349818,10279,42,243,53,181.24,61.76,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,25.2873907611,39.4828961333
2215,349819,10279,42,237.34,36,181.28,56.06,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,43.8310682823,91.6536134391
2216,349820,10957,42,324.14,32,180.87,143.27,Pitched,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,62.6663865218,103.995861923
2217,349821,10957,42,327.61,38,180.87,146.74,Pitched,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,26.7244224498,40.0653379466
2218,349822,10954,41,193.57,3,180.87,12.7,Flat,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,79.7274633412,225.261052325
2219,349823,11550,41,353.92,14,180.89,173.04,Flat,2538.3,145.67,-6.44,174.17,181.08,52.78,48.09,0,50.0820000023,156.581103304
2220,349824,11632,999,205.5,18,181.08,24.42,Complex,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,114.953293855,419.583963435
2221,349825,11632,999,261.42,15,181.04,80.38,Complex,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,78.9078930752,260.980302641
2222,349826,10951,999,264.48,17,181.15,83.33,Complex,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,64.2021824158,145.036772977
2223,349827,10955,41,234.33,1,181,53.33,Flat,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,142.609160334,599.72655526
2224,349875,10153,999,262.26,20,181.04,81.22,Complex,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,117.167588964,297.90865902
2225,349876,10153,42,266.27,40,181.21,85.05,Pitched,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,36.5092296753,80.1065953749
2226,349877,9655,41,203.95,4,180.94,23.01,Flat,1448.765,43.73,0.31,86.92,181.03,57.48,26.67,1.07,101.520739252,643.34924145
2227,349878,10182,42,214.12,33,181.11,33.01,Pitched,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,25.6352035821,41.0525648608
2228,349879,10182,41,191.86,3,180.72,11.14,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,170.896233541,1635.92809687
2229,349880,9923,41,241.92,9,181.18,60.74,Flat,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,35.7347857723,76.3293458042
2230,349881,9923,41,419.4,12,181.28,238.12,Flat,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,27.4461684091,39.1840375806
2231,349882,10279,42,285.58,37,181.27,104.31,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,37.7493801442,87.4217022956
2232,349883,10279,41,272.43,5,181.3,91.13,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,45.1116273483,94.5757306678
2233,349884,10279,42,234.9,26,181.34,53.56,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,18.7242825982,21.8866116011
2234,349885,10279,41,225.93,6,181.25,44.68,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,121.445723023,489.741460227
2235,349886,10279,999,261.21,20,181.13,80.08,Complex,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,115.851660455,326.51297726
2236,349887,11634,42,293.5,30,180.87,112.63,Pitched,1877.072,112.93,16.08,120,180.89,55.25,34.69,0.17,24.9464136447,36.6062595728
2237,349888,10957,41,314.05,10,180.85,133.2,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,72.7701313486,106.439953816
2238,349889,10957,41,331.23,7,180.84,150.39,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,86.376294026,332.144783678
2239,349890,10957,41,314.18,10,180.86,133.32,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,42.1115915026,97.7237864506
2240,349891,10954,41,362.9,7,180.86,182.04,Flat,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,134.087111337,760.991398278
2241,349902,10279,999,264.03,20,181.28,82.75,Complex,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,56.3049561309,88.297965592
2242,349903,10279,42,238.79,43,181.22,57.57,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,40.0193857822,80.930710488
2243,349904,10957,41,325.01,7,180.85,144.16,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,125.04927222,423.985840678
2244,349905,10954,42,342.85,41,180.88,161.97,Pitched,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,88.170401852,261.08258217
2245,349906,11637,41,224.17,14,180.91,43.26,Flat,7409.122,54.81,0,104.96,180.95,115.98,98.89,0.53,123.12378187,300.951910049
2246,349907,11632,41,268.78,8,181.09,87.69,Flat,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,54.0602013871,152.374920403
2247,349908,10951,41,264.33,4,181.05,83.28,Flat,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,43.4139053007,83.4419669423
2248,349909,10955,41,234.38,21,181.14,53.24,Flat,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,32.6741065951,54.3115005851
2249,349935,10957,41,302.5,32,180.85,121.65,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,30.1687372455,46.2347055383
2250,349936,11637,41,196.26,1,181,15.26,Flat,7409.122,54.81,0,104.96,180.95,115.98,98.89,0.53,61.2694784679,223.505758395
2251,349937,11637,41,192.56,9,180.8,11.76,Flat,7409.122,54.81,0,104.96,180.95,115.98,98.89,0.53,95.7771308662,430.263673004
2252,349938,11640,41,199.25,6,181,18.25,Flat,1384.117,79.5,0,164.76,181.11,56.97,24.29,-0.43,95.5912620979,297.499871262
2253,349939,11640,41,263.59,7,180.78,82.81,Flat,1384.117,79.5,0,164.76,181.11,56.97,24.29,-0.43,84.7057592402,427.517097776
2254,349940,11632,42,198.14,22,181.02,17.12,Pitched,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,23.3340487614,33.2629710801
2255,349941,10951,42,341.77,24,181.03,160.74,Pitched,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,86.7860162402,397.133235614
2256,349942,10951,41,264.17,6,181.09,83.08,Flat,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,52.951471815,89.6777487807
2257,349943,10955,42,238.92,41,181.21,57.71,Pitched,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,13.8848857571,12.028214148
2258,349944,10955,42,209.65,25,180.89,28.76,Pitched,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,54.9993267318,184.129953153
2259,349945,10955,41,197.88,3,181,16.88,Flat,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,73.4543389649,219.158313702
2260,349967,10153,42,308.07,35,181.19,126.88,Pitched,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,34.6896706282,71.5893518968
2261,349968,10182,999,261.08,18,180.82,80.26,Complex,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,117.159993532,582.298840336
2262,349969,10182,42,264.42,18,181,83.42,Pitched,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,26.6346785337,43.9428554869
2263,349970,10182,41,210.79,4,181,29.79,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,104.335634487,485.579871525
2264,350124,10153,42,311.73,27,181.03,130.7,Pitched,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,36.1877169844,70.9901943237
2265,350125,9604,41,190.62,2,180.9,9.72,Flat,592.923,36.85,0,102.5,181.07,47.48,12.49,1.07,80.132877881,344.408513496
2266,350126,9625,41,258.04,2,180.5,77.54,Flat,973.838,62.4,0,81.27,180.87,53.96,18.05,1.07,144.008207658,973.838241789
2267,350127,10250,41,265.8,9,181.28,84.52,Flat,1516.857,79.17,6.93,86.29,181.32,54.3,30.08,0.56,95.0822858908,317.779754784
2268,350217,9923,41,235.15,15,181.26,53.89,Flat,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,46.6484024496,93.4669218765
2269,350218,9923,42,207.87,24,181.25,26.62,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,130.203834301,364.469411518
2270,350219,10279,42,215.68,31,181.3,34.38,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,32.7887502095,46.9336914063
2271,350220,10279,41,226.96,4,181.13,45.83,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,104.694331912,435.813814656
2272,350221,10957,42,318.35,23,180.87,137.48,Pitched,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,67.1620064867,165.944756645
2273,350222,11640,42,317.44,0,181.03,136.41,Pitched,1384.117,79.5,0,164.76,181.11,56.97,24.29,-0.43,43.8697326495,152.762128438
2274,350223,11632,999,273.76,16,181.07,92.69,Complex,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,56.4887703278,164.06755183
2275,350224,11632,999,264.45,18,181.05,83.4,Complex,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,129.259092516,631.430925493
2276,350225,10951,42,264.08,51,181.06,83.02,Pitched,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,16.8906684809,16.552250643
2277,350226,10951,42,266.55,23,181.3,85.25,Pitched,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,28.6612951993,51.3260699976
2278,350227,10955,999,239.4,30,181.09,58.31,Complex,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,80.4197330768,166.134750303
2279,350468,5114,41,272.19,4,181,91.19,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,72.8029637539,278.260684173
2280,350469,5114,999,270.35,17,181.09,89.26,Complex,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,65.8709710631,212.633543545
2281,350470,5114,42,270.23,17,180.94,89.29,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,64.2840066587,210.957388669
2282,350471,5114,42,271.58,18,181,90.58,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,108.212057112,724.968747787
2283,350472,5114,42,265.4,36,180.93,84.48,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,136.211135703,239.246367676
2284,350473,5114,42,265.24,37,181,84.24,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,86.7456485638,311.349653279
2285,352533,5133,42,186.24,36,180.81,5.43,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,29.7921461305,48.8587350909
2286,353222,5133,42,190.23,26,180.83,9.4,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,53.7905781806,134.4631912
2287,353235,10153,41,267.64,5,181.11,86.53,Flat,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,44.9530661925,115.629250543
2288,353236,9655,41,265.97,14,181,84.97,Flat,1448.765,43.73,0.31,86.92,181.03,57.48,26.67,1.07,43.2261973122,114.904906766
2289,353237,10182,42,194,23,180.8,13.2,Pitched,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,50.7211124621,156.992053111
2290,353238,10182,41,246.15,3,180.82,65.33,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,40.5477230954,82.4177915376
2291,353239,9923,42,205.42,51,181.18,24.24,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,32.5720357956,65.3524610134
2292,353240,9923,42,417.34,36,181.21,236.13,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,171.703675856,783.769884934
2293,353734,5133,999,190.25,20,180.72,9.53,Complex,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,51.1757524508,132.402361282
2294,354957,10279,41,214.9,6,181.18,33.72,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,64.8750033678,249.594944783
2295,354958,10279,41,255.82,3,181,74.82,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,92.6803680209,321.542981513
2296,354959,10279,41,186.03,15,181.27,4.76,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,20.492265297,25.5226874803
2297,354960,10279,42,214.43,26,181.39,33.04,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,47.7933514462,70.8400798936
2298,354995,10279,42,268.12,48,181.31,86.81,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,20.4478654458,22.0079669793
2299,354997,10279,42,242.82,50,181.08,61.74,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,138.769040581,854.236361024
2300,354999,10954,41,335.99,3,180.82,155.17,Flat,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,61.2778792634,153.392651526
2301,355000,10954,41,356.39,11,180.87,175.52,Flat,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,116.042729033,286.719042751
2302,355001,11550,42,352.46,42,181.03,171.43,Pitched,2538.3,145.67,-6.44,174.17,181.08,52.78,48.09,0,45.3134000003,123.801214319
2303,355002,11632,41,274.92,16,181.1,93.82,Flat,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,38.6634756379,92.7285817239
2304,355003,11632,42,206.99,26,181.09,25.9,Pitched,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,92.924283377,538.654295284
2305,355004,11632,41,272.6,12,181.12,91.48,Flat,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,28.9838048754,51.9167907533
2306,355005,11632,42,264.86,46,181.18,83.68,Pitched,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,22.454823991,30.7636108243
2307,355006,10951,41,264.98,46,181.03,83.95,Flat,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,43.1334966931,55.7636659454
2308,355186,11637,41,232.19,2,181.01,51.18,Flat,7409.122,54.81,0,104.96,180.95,115.98,98.89,0.53,37.6943861803,74.9579088109
2309,355187,11637,41,222.46,4,180.85,41.61,Flat,7409.122,54.81,0,104.96,180.95,115.98,98.89,0.53,35.5948983849,74.1214475962
2310,355188,11640,41,271.1,8,181.03,90.07,Flat,1384.117,79.5,0,164.76,181.11,56.97,24.29,-0.43,63.3539642396,249.651578752
2311,355189,11632,41,270.74,5,181.06,89.68,Flat,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,46.2042850622,126.017062232
2312,355317,10279,42,211.63,39,181.25,30.38,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,42.6416097729,88.3084243639
2313,355318,10279,41,224.82,14,181.2,43.62,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,43.9266715424,95.2618802462
2314,355319,10279,42,236.32,37,181.26,55.06,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,24.773368388,38.256702524
2315,355321,11634,41,299.6,13,180.86,118.74,Flat,1877.072,112.93,16.08,120,180.89,55.25,34.69,0.17,44.9444051609,114.093829999
2316,355322,10957,41,302.45,34,180.86,121.59,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,35.5138620992,65.1949669732
2317,355323,10954,42,359.53,41,180.87,178.66,Pitched,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,114.935824114,257.629117875
2318,355324,11637,41,217.42,4,180.83,36.59,Flat,7409.122,54.81,0,104.96,180.95,115.98,98.89,0.53,259.6671087,3214.91001068
2319,355325,11632,42,270.73,28,181.06,89.67,Pitched,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,55.6843479534,167.866249532
2320,356710,10153,42,311.73,48,181.18,130.55,Pitched,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,32.7509044107,49.778487215
2321,356711,9655,999,214.59,35,180.85,33.74,Complex,1448.765,43.73,0.31,86.92,181.03,57.48,26.67,1.07,25.0960089789,39.3517579169
2322,356712,9923,42,235.43,33,181.21,54.22,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,104.846706879,619.695280802
2323,356713,10279,42,204.02,29,181.28,22.75,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,40.7743210763,85.8869317524
2324,356714,10279,41,211.56,2,181.27,30.29,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,96.9705758902,321.468477593
2325,356715,10279,42,229.99,29,181.28,48.71,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,28.6933525745,50.1289671456
2326,356716,10279,42,314.69,32,181.37,133.32,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,22.2978501061,30.3844220923
2327,356718,10957,41,331.22,13,180.85,150.37,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,85.7482908509,321.725918255
2328,356719,10954,42,349.02,43,180.87,168.15,Pitched,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,101.583562392,329.313379791
2329,356720,10954,42,336.45,27,180.85,155.6,Pitched,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,71.40402459,200.781211582
2330,356721,11637,41,227.86,1,180.88,46.98,Flat,7409.122,54.81,0,104.96,180.95,115.98,98.89,0.53,127.916383851,472.142426965
2331,356722,11637,41,284.4,1,180.85,103.55,Flat,7409.122,54.81,0,104.96,180.95,115.98,98.89,0.53,55.3881314789,188.176418208
2332,356723,10951,41,260.96,14,181,79.96,Flat,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,171.073052074,374.642600422
2333,356724,10951,41,199.1,14,181.17,17.93,Flat,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,49.3285682233,115.808144459
2334,362260,3225,41,215.87,1,178.53,37.34,Flat,24254.024,55.49,0,71.76,183.52,237.2,103.03,0.54,107.652377035,650.729011176
2335,362434,3225,41,220.25,13,178.2,42.05,Flat,24254.024,55.49,0,71.76,183.52,237.2,103.03,0.54,51.4935236202,121.615111052
2336,362435,5133,41,191.07,13,180.21,10.86,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,545.203349932,1133.49958078
2337,362534,3225,41,250.98,2,181,69.98,Flat,24254.024,55.49,0,71.76,183.52,237.2,103.03,0.54,122.598190712,873.981881091
2338,362558,5133,41,191.07,1,180.21,10.86,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,549.035766622,1753.82253107
2339,362559,5133,41,190.23,11,180.25,9.98,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,66.4779624033,175.77141744
2340,362584,3225,41,215.9,2,183.68,32.22,Flat,24254.024,55.49,0,71.76,183.52,237.2,103.03,0.54,127.918837339,562.834900862
2341,362603,5133,41,191.07,1,180.17,10.9,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,548.831500834,1948.76928485
2342,362604,5133,42,186.26,38,180.32,5.94,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,30.5478972553,51.2168695871
2343,362605,5133,41,190.28,14,180.28,10,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,59.1758292368,154.388433758
2344,362635,173,41,193.11,2,180.77,12.34,Flat,1732.852,12.24,0,18.51,181.02,60.84,28.48,0.47,197.79103111,1700.63057845
2345,362663,3225,41,219.21,1,178.2,41.01,Flat,24254.024,55.49,0,71.76,183.52,237.2,103.03,0.54,237.386060865,831.145177035
2346,362664,3225,41,251.02,10,184.25,66.77,Flat,24254.024,55.49,0,71.76,183.52,237.2,103.03,0.54,133.381088971,995.615798299
2347,362665,5133,41,191.05,8,180.13,10.92,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,549.155849877,1714.51739632
2348,362666,5133,42,186.25,27,180.83,5.42,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,34.7248050782,62.2812600931
2349,362677,5133,41,186.21,13,180.2,6.01,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,68.4230580831,182.246919195
2350,362707,3225,41,221.62,4,179.01,42.61,Flat,24254.024,55.49,0,71.76,183.52,237.2,103.03,0.54,182.178836169,1011.15536852
2351,362708,3225,41,220.29,4,184.32,35.96,Flat,24254.024,55.49,0,71.76,183.52,237.2,103.03,0.54,34.4349516039,72.185660868
2352,364557,620,41,195.84,1,178.5,17.34,Flat,48478.522,24.34,-0.64,43.78,178.29,236.06,230.05,0.87,244.12837263,1843.61870311
2353,364582,14711,41,253.32,1,180.75,72.57,Flat,9882.25,60.63,-5.77,95.49,180.92,115.22,100.4,1.91,440.529276682,4730.18569734
2354,364621,5133,41,191.07,1,180.25,10.82,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,549.571293569,1801.88847874
2355,364622,5133,41,193.5,1,179.8,13.7,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,181.438240046,1728.31962518
2356,364846,665,41,186.05,10,180.5,5.55,Flat,7142.746,38.79,0,96.24,180.91,240.38,29.8,0.49,31.8357534579,43.1357627551
2357,364847,665,41,189.03,9,180.56,8.47,Flat,7142.746,38.79,0,96.24,180.91,240.38,29.8,0.49,74.288690075,116.654381349
2358,364848,122,999,226.86,25,175.97,50.89,Complex,10604.355,26.98,0,57.3,177.87,143.89,109.92,2.08,40.3498295644,84.7918767493
2359,364849,122,42,216.27,36,175.65,40.62,Pitched,10604.355,26.98,0,57.3,177.87,143.89,109.92,2.08,397.356359528,1429.22791198
2360,365200,9170,41,256.42,3,182,74.42,Flat,2732.559,72.33,19.29,76.44,183.36,58.5,46.71,-0.21,291.711100533,2319.54532248
2361,365203,11678,41,220.61,2,181.11,39.5,Flat,1277.031,37.59,0,43.45,182.15,56.02,22.8,0.51,205.548703822,1205.28011496
2362,365218,8440,42,263.07,39,180.8,82.27,Pitched,5793.263,91.13,0,167.64,181.03,98.43,58.86,0.95,192.208320801,468.097263744
2363,365219,56,42,288.99,28,180.67,108.32,Pitched,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,139.475532897,507.337847774
2364,365220,655,41,203.04,12,180.67,22.37,Flat,6267.38,53.52,0,108.58,180.87,206.82,31.62,0.74,298.029493691,569.989342809
2365,365221,8440,999,263.1,28,180.79,82.31,Complex,5793.263,91.13,0,167.64,181.03,98.43,58.86,0.95,190.224516587,485.185048673
2366,365222,74,41,211.53,13,180.92,30.61,Flat,1560.947,24.99,0.07,42.82,181.02,40.39,39.48,0.89,197.137471584,563.822506603
2367,365224,668,41,227.65,7,180.57,47.08,Flat,6539.624,30.01,0,54.64,180.9,226.24,30.68,0.47,151.567174878,769.492258922
2368,365225,668,41,216.57,7,180.65,35.92,Flat,6539.624,30.01,0,54.64,180.9,226.24,30.68,0.47,149.246396284,838.008766196
2369,365226,1574,41,229.76,2,180.5,49.26,Flat,1673.62,49.22,3.97,56.11,180.89,56.16,29.8,0.43,259.609983831,1299.55703411
2370,365230,5152,41,189.98,2,180.69,9.29,Flat,3602.9,72.49,0,111.06,180.87,119.51,32.3,0.52,188.161676705,726.580325106
2371,365231,603,999,220.76,16,181,39.76,Complex,11833.288,43.17,0,86.81,181.21,121.66,109.37,0.17,156.7444939,619.857351849
2372,365232,32,41,198.82,2,180.5,18.32,Flat,1919.564,15.57,2.61,22.2,182.14,61.88,60.51,0.32,252.775343739,1460.29834571
2373,365233,10231,41,260.33,4,181.17,79.16,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,196.364400003,1036.15933816
2374,365234,56,41,299.07,5,180.83,118.24,Flat,11605.697,36.98,0,131.47,180.98,131.29,109.82,0.78,324.228732986,1161.62305878
2375,365235,5347,41,363.72,2,181.1,182.62,Flat,12448.973,94.92,-0.12,187.63,181.26,123.11,111.21,0.67,273.415941299,1854.58927289
2376,365236,9620,41,266.17,3,181,85.17,Flat,2821.705,79.75,-2.39,93.55,181.13,56.04,50.35,1.1,322.095493436,2576.06741816
2377,365237,1755,41,209.17,1,180.8,28.37,Flat,2167.47,26.26,4.94,38.39,181.01,50.07,43.29,0.17,232.594229998,1415.72117274
2378,365238,1623,41,220.65,10,180,40.65,Flat,5806.86,38.41,-2.89,60.75,180.88,92,65.92,1.13,517.301101714,4203.63093507
2379,365262,41,41,210.21,12,178.19,32.02,Flat,931.866,33.28,5.03,57.37,178.24,34.01,27.4,6.28,105.208765295,273.407855254
2380,365276,41,999,210.28,18,176.51,33.77,Complex,931.866,33.28,5.03,57.37,178.24,34.01,27.4,6.28,106.424195243,315.314243977
2381,365297,11677,42,230.54,34,176.23,54.31,Pitched,7171.177,86.31,-0.03,177.07,180.95,121.66,65.15,-1.7,180.201467339,516.13331872
2382,365303,13175,41,203.83,1,176.5,27.33,Flat,3850.654,19.85,-0.04,31.46,180.43,111.21,42.09,-2.21,205.377269049,995.441706877
2383,365331,14597,41,298.92,13,182,116.92,Flat,1836.92,106.41,0,122.89,183.42,84.67,21.7,0.76,294.500204459,1591.51104221
2384,365343,15879,42,257.8,40,182.09,75.71,Pitched,1493.594,69.38,4.85,80.79,182.29,41.61,35.9,0,111.125199998,161.495072583
2385,365346,13200,41,242.8,5,180.95,61.85,Flat,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,776.155599998,6403.40201962
2386,365355,15943,42,273.48,44,181.65,91.83,Pitched,4625.997,95.41,-0.76,163.16,182.62,105.82,47.05,0.76,232.876400005,317.905171731
2387,365779,8330,41,228.81,9,181.01,47.8,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,142.214344558,566.857763816
2388,365780,8330,41,228.86,4,181,47.86,Flat,3202.928,49.71,1.66,116.95,181.71,60.87,56.2,0.42,172.730886042,1111.34247647
2389,365806,9193,41,252.31,6,181,71.31,Flat,9806.588,135.97,0,288.44,181.05,119.83,97.46,0.42,290.683359018,1300.75403449
2390,365807,9193,42,332.96,53,180.71,152.24,Pitched,9806.588,135.97,0,288.44,181.05,119.83,97.46,0.42,247.879100679,1100.00044727
