OBJECTID,ID,Bldg_ID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,F_AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area
2057,340419,1709,42,241.75,52,180.66,61.09,Pitched,5362.303,39.88,0,65.92,180.99,115.98,51.51,0.99,60.61066847,197.831779
2058,340420,5133,42,224.97,34,180.73,44.24,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,40.78400062,90.73519911
2059,340421,5133,41,220.86,1,179.71,41.15,Flat,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,169.790524,1741.384237
2060,340422,3363,999,223.66,17,180.56,43.1,Complex,1355.945,17.47,0,47.27,180.87,45.86,30.16,0.37,65.18003841,247.0136992
2061,340423,3375,41,195.96,11,180.94,15.03,Flat,2516.357,11.93,0,21.14,181.02,82.57,31.15,0.5,77.14496887,319.6294207
2062,340424,3375,41,186.79,12,180.82,5.97,Flat,2516.357,11.93,0,21.14,181.02,82.57,31.15,0.5,92.19954758,465.6571253
2063,340425,3416,42,242.05,28,180.64,61.41,Pitched,2268.356,54.5,0,70.51,180.86,107.22,21.16,0.91,54.16942081,146.4512911
2064,340511,655,42,214.58,22,180.62,33.96,Pitched,6267.38,53.52,0,108.58,180.87,206.82,31.62,0.74,129.0824177,585.3678231
2065,340512,655,42,288.61,35,180.82,107.79,Pitched,6267.38,53.52,0,108.58,180.87,206.82,31.62,0.74,54.15935072,155.1643517
2066,340513,1586,42,185.59,26,180.98,4.61,Pitched,1827.49,26.71,-0.01,56.9,180.99,90.01,20.3,0.22,18.7307323,19.52607202
2067,340514,1586,999,192.28,37,181,11.28,Complex,1827.49,26.71,-0.01,56.9,180.99,90.01,20.3,0.22,26.89298966,44.96106957
2068,340515,1498,41,224.73,20,181.02,43.71,Flat,1796.814,27.24,-0.02,44.4,181.09,61.45,29.24,-0.44,44.59161843,83.24964437
2069,340516,1498,42,192.57,33,181,11.57,Pitched,1796.814,27.24,-0.02,44.4,181.09,61.45,29.24,-0.44,91.43200495,481.7457208
2070,340517,1709,41,239.31,1,181,58.31,Flat,5362.303,39.88,0,65.92,180.99,115.98,51.51,0.99,81.44206044,410.8216852
2071,340518,2726,41,203.69,8,180.67,23.02,Flat,1839.664,9.2,0,24.38,180.89,59.77,30.78,0.37,81.28926962,257.2924504
2072,340519,3363,42,223.62,25,180.7,42.92,Pitched,1355.945,17.47,0,47.27,180.87,45.86,30.16,0.37,42.19356709,77.71048075
2073,340520,3500,42,203.11,26,180.84,22.28,Pitched,727.087,16.63,0,24.67,180.97,37.43,29.57,0.91,26.77617308,40.31298682
2074,340521,3296,41,268.23,7,180.83,87.4,Flat,4512.749,24.53,-0.02,87.69,181.09,106.89,63.27,0.91,30.20486575,54.48236131
2075,340522,3296,42,199.47,47,180.82,18.65,Pitched,4512.749,24.53,-0.02,87.69,181.09,106.89,63.27,0.91,39.80571899,50.92073917
2076,340614,5133,42,217.8,45,180.87,36.93,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,41.07220896,92.72850195
2077,340615,3372,999,245.94,17,180.86,65.08,Complex,3446.105,39.43,0,68.57,180.83,110.65,31.14,0.57,48.91896114,102.9232886
2078,340616,3372,41,215.37,12,180.9,34.47,Flat,3446.105,39.43,0,68.57,180.83,110.65,31.14,0.57,33.18067103,52.26765449
2079,342047,10231,42,225.48,23,181.23,44.25,Pitched,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,32.234,64.42976905
2080,342048,10231,41,200.87,15,181.14,19.73,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,158.2312,1117.676276
2081,342049,10231,42,201.12,29,181.32,19.8,Pitched,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,27.8534,41.39853819
2082,342050,10231,42,246.84,18,180.93,65.91,Pitched,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,111.6472,306.6096857
2083,342242,12017,41,183.8,7,180.85,2.95,Flat,96.575,2.79,0.85,3.37,180.93,11.58,8.34,0,39.8404,96.57465405
2084,342243,13200,42,197.44,17,181.02,16.42,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,32.4562,65.2849408
2085,342244,13200,42,252.9,36,181.02,71.88,Pitched,10820.215,51.61,0,74.96,181.02,112.66,96.04,0,21.31,27.52385401
2086,342245,13244,42,264.58,32,180.91,83.67,Pitched,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,29.28607697,53.41618956
2087,342246,13244,999,208.15,26,180.79,27.36,Complex,11784.647,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,41.9616,91.15903773
2088,342247,13255,42,186.11,17,181.01,5.1,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,45.92963501,84.44654227
2089,342293,10231,41,247.76,7,181.29,66.47,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,30.941,59.59502046
2090,342294,10231,41,242.23,12,181.2,61.03,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,40.302,98.08838855
2091,342295,10231,41,191.54,3,181.2,10.35,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,33.533,70.22773675
2092,342296,52,42,201.9,49,180.76,21.14,Pitched,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,93.6858,174.0138809
2093,342297,52,41,205.62,6,180.56,25.06,Flat,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,121.2846,787.3807607
2094,342315,13202,999,210.27,18,181.07,29.2,Complex,5038.688,24.74,0.14,39.38,181.1,113.67,46.27,0.43,30.94166828,53.37655078
2095,342316,13202,42,212.26,49,181.11,31.15,Pitched,5038.688,24.74,0.14,39.38,181.1,113.67,46.27,0.43,56.76909314,108.8503421
2096,342317,13206,42,266.32,36,181.33,84.99,Pitched,5687.672,92.04,0,192.96,181.31,118.59,52.19,1.58,63.75718886,171.8497162
2097,342318,13206,42,271.49,25,181.26,90.24,Pitched,5687.672,92.04,0,192.96,181.31,118.59,52.19,1.58,62.31892886,240.4265901
2098,342319,14705,42,314.32,28,181,133.32,Pitched,7036.69,66.31,-2.34,141.18,181.01,120.17,94.5,0,42.1744,82.72268244
2099,342320,14697,42,186.99,36,180.8,6.19,Pitched,11196.57,49.88,-0.01,225.87,180.97,119,100.99,-0.06,18.67214362,19.49282474
2100,342321,14713,41,202.3,10,180.78,21.52,Flat,5655.257,34.36,-0.01,58.87,180.77,98.95,57.15,0.76,118.0161798,753.8468862
2101,342322,14037,42,247.83,24,180.82,67.01,Pitched,5567.383,51.18,0.18,89.21,180.78,100.15,61.17,0.62,29.43850546,49.31089209
2102,342323,13987,41,209.24,15,181.28,27.96,Flat,3326.335,16.15,0,59.07,181.36,65.89,51.86,0.43,37.63127442,49.41056205
2103,342324,14674,42,191.8,27,181.65,10.15,Pitched,2566.077,49.89,0,91.71,181.86,65.99,38.89,0,52.88970642,157.6120282
2104,342325,14674,41,234.78,9,181.56,53.22,Flat,2566.077,49.89,0,91.71,181.86,65.99,38.89,0,51.695,112.0492452
2105,342543,37,42,209.22,35,180.97,28.25,Pitched,1603.416,22.36,0.72,40.69,181.16,49.3,32.52,0,36.1904,63.37680493
2106,342630,8547,42,192.36,32,180.5,11.86,Pitched,745.878,10.02,0,15.24,181.09,121.92,6.74,0.46,257.3184689,745.8777211
2107,342631,10231,41,236.45,5,181.17,55.28,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,106.3748,260.6415829
2108,342632,10231,41,235.68,14,181.04,54.64,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,101.6621054,245.9109593
2109,342633,10231,42,229.51,39,181,48.51,Pitched,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,111.7364,182.1553003
2110,342634,14794,42,191.58,22,180.75,10.83,Pitched,160.166,10.15,1.85,11.98,180.92,25.91,6.18,0.45,64.18977866,160.1656652
2111,342635,37,42,221.25,42,181.06,40.19,Pitched,1603.416,22.36,0.72,40.69,181.16,49.3,32.52,0,21.9426,29.9194247
2112,343665,19,41,193.63,2,181,12.63,Flat,1493,12.03,0.85,15.62,181.23,129.21,13.59,1.38,278.4475354,1493.000222
2113,343926,15460,41,293.84,2,180.82,113.02,Flat,3658.884,84.35,0,119.46,181.08,91.82,46.13,0.51,75.46977232,324.6330565
2114,343927,15979,42,281.27,41,181.73,99.54,Pitched,4132.285,89.27,-0.01,102.8,182.1,90.64,46.57,0.51,54.01902819,158.4674604
2115,343928,5133,42,192.36,27,180.71,11.65,Pitched,33622.203,46.17,0,179.81,180.58,587.05,143.72,0.4,118.1893572,263.6694627
2116,343991,10231,42,244.01,48,181.14,62.87,Pitched,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,28.9372,52.18330832
2117,343992,10231,41,221.79,8,181.12,40.67,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,104.4372,326.6971905
2118,343993,10231,41,201.32,8,181.22,20.1,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,67.4176,181.5776195
2119,343994,10231,42,236.34,31,181.11,55.23,Pitched,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,186.1644469,527.3031996
2120,343995,10231,41,232.59,4,181.01,51.58,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,73.13595846,278.0090346
2121,343999,10231,41,219.53,2,181.03,38.5,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,91.7318,514.3353623
2122,344186,8340,42,192.54,28,180.9,11.64,Pitched,630.027,10.44,0.55,15.19,181.11,110.95,7.2,0.46,236.3134866,630.0269949
2123,344187,10231,42,225.28,43,181.19,44.09,Pitched,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,50.2726,91.61464213
2124,344188,10231,41,204.51,14,181.12,23.39,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,134.1251974,621.5197614
2125,344189,14944,42,191.49,21,180.83,10.65,Pitched,169.263,9.57,-0.01,11.89,180.95,23.76,7.12,0.45,61.77120482,169.2630094
2126,344679,3718,42,192.14,30,180.79,11.35,Pitched,102.905,8.36,0.66,11.6,180.91,25.32,4.06,0.62,58.76968925,102.9047937
2127,344680,15966,42,271.95,31,181.1,90.85,Pitched,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,42.4468,80.07940534
2128,344681,15966,42,276.16,32,181.13,95.03,Pitched,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,40.9592,67.47739907
2129,344682,15966,42,285.87,23,180.98,104.89,Pitched,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,34.2788,71.94280585
2130,344683,15948,42,222.7,44,181.22,41.48,Pitched,4019.018,80.88,-0.31,153.89,182.04,91.42,45.66,0,93.2404,177.021162
2131,344684,15948,41,267.78,6,182.3,85.48,Flat,4019.018,80.88,-0.31,153.89,182.04,91.42,45.66,0,41.4864,71.71739628
2132,344685,15948,41,264.06,6,182.41,81.65,Flat,4019.018,80.88,-0.31,153.89,182.04,91.42,45.66,0,48.9712,119.5333287
2133,344686,15966,41,192.2,13,180.92,11.28,Flat,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,65.35036287,196.7224357
2134,344827,5113,41,218.4,7,180.67,37.73,Flat,7259.106,33.97,0,56.33,180.88,119.45,98.78,0.53,33.87712664,70.36333433
2135,344828,5113,41,185.32,12,180.96,4.35,Flat,7259.106,33.97,0,56.33,180.88,119.45,98.78,0.53,29.84775493,53.82158136
2136,344829,5114,42,265.67,32,180.88,84.79,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,64.91263158,152.6505323
2137,344830,5114,42,270.15,18,181.13,89.02,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,62.74424026,183.6313029
2138,344831,5114,42,268.33,40,180.94,87.39,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,20.96128302,27.25218638
2139,344924,7319,41,255.97,10,180.94,75.03,Flat,5950.014,39.37,0,85.39,181.11,121.66,52.34,0.32,111.28719,431.3435774
2140,344925,7319,41,223.62,8,181.09,42.53,Flat,5950.014,39.37,0,85.39,181.11,121.66,52.34,0.32,31.88558409,61.72498351
2141,344926,7297,42,206.15,41,180.98,25.17,Pitched,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,25.32268426,37.15466285
2142,344927,7297,999,205.08,16,180.92,24.16,Complex,5127.439,44.64,-0.01,93.68,180.98,121.09,43.36,0.32,107.8591362,530.1126513
2143,344928,7336,41,211.65,2,180.94,30.71,Flat,10001.507,49.8,0,89.66,181.29,120.94,113.09,0.28,74.48729527,324.1665022
2144,344929,7336,41,214.15,2,181,33.15,Flat,10001.507,49.8,0,89.66,181.29,120.94,113.09,0.28,116.7164016,763.3606482
2145,344930,7336,999,237.85,30,181.21,56.64,Complex,10001.507,49.8,0,89.66,181.29,120.94,113.09,0.28,33.33670095,64.28180772
2146,344933,9225,41,189.37,9,180.92,8.45,Flat,5546.373,43.86,0,93.52,181.08,97.31,58.55,0.53,195.2066145,2319.37875
2147,344934,8472,999,251.07,18,181.05,70.02,Complex,5962.605,60.74,-0.02,105.24,181.08,100.87,60.79,0.95,37.88807681,87.60871423
2148,344935,8472,42,189.83,25,180.88,8.95,Pitched,5962.605,60.74,-0.02,105.24,181.08,100.87,60.79,0.95,52.28267353,60.25668464
2149,344936,9325,42,253.5,32,181.31,72.19,Pitched,6486.974,67.37,0.3,92.39,181.27,123.1,53.92,0.79,34.67030906,59.57469937
2150,344937,9325,42,251.91,37,181.33,70.58,Pitched,6486.974,67.37,0.3,92.39,181.27,123.1,53.92,0.79,15.3072626,14.57719075
2151,344938,9325,41,270.67,6,181.25,89.42,Flat,6486.974,67.37,0.3,92.39,181.27,123.1,53.92,0.79,95.53662083,418.0322272
2152,344939,9307,41,186.09,4,181.02,5.07,Flat,10176.777,58.78,-0.01,101.1,181.14,123.61,107.22,0.46,61.74310758,156.3512442
2153,344940,9307,41,205.95,6,181.07,24.88,Flat,10176.777,58.78,-0.01,101.1,181.14,123.61,107.22,0.46,88.20896794,202.4910391
2154,344941,9307,41,218.65,6,181.15,37.5,Flat,10176.777,58.78,-0.01,101.1,181.14,123.61,107.22,0.46,80.54231885,348.8575169
2155,344942,9256,42,218.27,53,181,37.27,Pitched,2168.102,25.97,0,49.7,181.07,57.33,41.79,1.12,25.20604521,39.32064102
2156,344943,8487,41,353.05,21,180.72,172.33,Flat,6494.48,96.6,-0.57,175.73,180.9,109.93,61.57,1.12,129.3362572,682.1704966
2157,344944,9623,41,249.88,4,180.97,68.91,Flat,3973.882,54.18,0,71.15,181.05,69.37,57.29,0.53,46.88907263,132.0839122
2158,344945,9608,41,237.47,2,181.08,56.39,Flat,4140.905,53.99,0,88.5,181.14,98.7,55.42,0.81,45.93513296,108.5009865
2159,344946,10151,41,268.71,14,181.09,87.62,Flat,1582.066,45.31,2.12,92.21,181.11,47.67,38.1,0.43,36.27001842,80.18818877
2160,344947,10151,999,196.56,19,181.03,15.53,Complex,1582.066,45.31,2.12,92.21,181.11,47.67,38.1,0.43,104.2474248,408.6902735
2161,344986,5114,41,265.2,2,181.05,84.15,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,135.1622844,625.8945014
2162,344987,5114,41,263.26,9,180.86,82.4,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,56.24656875,196.2499372
2163,344988,5114,41,261.01,11,180.93,80.08,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,72.91896804,263.4891141
2164,344989,5114,42,265.29,35,180.8,84.49,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,102.6780203,442.8596967
2165,346272,15966,42,312.7,45,181.51,131.19,Pitched,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,56.5444,170.0199072
2166,346273,15966,41,200.31,1,180.88,19.43,Flat,19486.426,84.38,-0.65,204.29,181.68,338.58,97.94,0.17,83.057,373.2320846
2167,346487,3375,41,192.29,4,181,11.29,Flat,2516.357,11.93,0,21.14,181.02,82.57,31.15,0.5,136.3946473,885.0316723
2168,347678,5108,41,230.16,6,180.88,49.28,Flat,1379.187,49.34,10.95,56.72,181.05,46.77,29.49,0.53,178.3024047,1217.937002
2169,347679,5113,41,235.03,16,180.85,54.18,Flat,7259.106,33.97,0,56.33,180.88,119.45,98.78,0.53,20.68067098,26.11592667
2170,347680,5114,41,270.27,9,180.85,89.42,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,107.5365259,463.6494345
2171,347681,5114,41,272.18,10,181.21,90.97,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,55.8704488,165.7527496
2172,347682,5114,41,260.91,11,180.78,80.13,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,111.2665836,524.9995888
2173,347683,5114,41,261.2,3,181,80.2,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,68.01595969,238.6180526
2174,348588,5114,42,271.9,18,180.93,90.97,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,111.0341695,672.5676236
2175,348589,5114,42,266.74,36,180.94,85.81,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,30.09726552,53.83384275
2176,348590,5114,41,260.89,2,180.91,79.98,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,283.2530211,1178.509715
2177,348591,5172,41,184.1,7,180.9,3.2,Flat,2458.106,83.6,0,104.43,181.03,69.7,44.24,0.47,29.18710244,52.78960291
2178,348614,10858,42,192.99,23,180.92,12.07,Pitched,638.007,11.18,0,15.19,181.07,99.6,12.87,0.42,224.9526257,638.0065105
2179,348615,10231,41,225.59,8,181.16,44.43,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,161.7118,1102.189411
2180,348616,10231,41,204.56,9,181.33,23.23,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,46.6198,131.7212214
2181,348617,10231,42,250.64,24,180.98,69.66,Pitched,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,39.145,72.7137305
2182,348618,10231,41,246.75,8,181.18,65.57,Flat,11771.038,50.16,0,85.8,181.19,121.54,100.89,0,17.2128,18.17659103
2183,348619,52,42,201.95,47,180.8,21.15,Pitched,7221.219,25.01,0,84.29,180.85,173.13,41.83,0.01,91.5822,126.1739583
2184,348659,5113,41,220.37,4,180.76,39.61,Flat,7259.106,33.97,0,56.33,180.88,119.45,98.78,0.53,218.8257104,2855.489198
2185,348660,5113,41,209.69,10,179.5,30.19,Flat,7259.106,33.97,0,56.33,180.88,119.45,98.78,0.53,200.370832,2269.594222
2186,348661,5113,42,214.51,52,180.77,33.74,Pitched,7259.106,33.97,0,56.33,180.88,119.45,98.78,0.53,24.72904189,31.2343075
2187,348662,5114,41,270.27,7,180.91,89.35,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,27.12444201,38.45048108
2188,348663,5114,41,268.7,3,181.18,87.52,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,36.84614848,83.01002493
2189,349053,5113,41,191.42,19,180.95,10.47,Flat,7259.106,33.97,0,56.33,180.88,119.45,98.78,0.53,24.14281519,36.424952
2190,349054,5114,42,270.52,17,180.89,89.63,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,62.15251654,164.8141717
2191,349055,5114,42,266.54,36,181.22,85.32,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,29.57124362,52.62926522
2192,349056,5114,41,270.19,5,181.01,89.18,Flat,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,65.48815598,203.1623122
2193,349057,5114,42,265.33,40,181.06,84.26,Pitched,7813.583,84.11,0,93.46,181.07,120.39,64.9,0.53,52.16959537,104.142574
2194,349541,9604,999,277.86,24,181,96.86,Complex,592.923,36.85,0,102.5,181.07,47.48,12.49,1.07,64.77587899,248.5148421
2195,349542,10182,41,268.92,5,180.85,88.07,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,104.9418473,441.6022361
2196,349543,9923,42,235.07,49,181.23,53.84,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,52.86958994,79.63420711
2197,349544,9923,42,236.69,26,181.12,55.57,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,35.9588193,84.71806117
2198,349545,9923,42,235.22,21,181.25,53.97,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,86.85385389,352.0134239
2199,349546,10279,41,203.94,12,181.18,22.76,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,43.48954845,86.35028744
2200,349607,10153,42,317.48,36,181.11,136.38,Pitched,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,49.26717139,151.6990904
2201,349804,9655,41,219.5,22,180.77,38.73,Flat,1448.765,43.73,0.31,86.92,181.03,57.48,26.67,1.07,36.521617,73.53135115
2202,349805,10182,42,240.46,24,180.81,59.66,Pitched,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,114.1800673,452.0443766
2203,349806,10279,41,236.92,8,181.31,55.61,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,35.86810022,64.2343272
2204,349807,10279,42,228.69,19,181.13,47.56,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,43.27653908,101.0214681
2205,349808,10957,42,306.92,35,180.83,126.08,Pitched,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,65.73250002,146.2485755
2206,349809,10957,42,327.58,44,180.86,146.72,Pitched,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,24.59171255,34.10174944
2207,349811,10153,41,262.57,14,181,81.57,Flat,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,141.3912667,757.7266487
2208,349812,10182,41,214.82,2,180.96,33.86,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,112.9094444,551.401991
2209,349813,10250,42,261.88,19,181,80.88,Pitched,1516.857,79.17,6.93,86.29,181.32,54.3,30.08,0.56,240.8492646,1199.076783
2210,349814,9923,42,187.39,46,181.2,6.19,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,42.48110278,82.93078215
2211,349815,9923,41,205.33,5,181.13,24.2,Flat,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,129.2541919,780.7890502
2212,349816,9923,42,205.69,27,181.23,24.46,Pitched,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,121.8451511,272.7799245
2213,349817,10279,41,264.26,5,181.14,83.12,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,26.21833524,42.81668834
2214,349818,10279,42,243,53,181.24,61.76,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,25.28739076,39.48289613
2215,349819,10279,42,237.34,36,181.28,56.06,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,43.83106828,91.65361344
2216,349820,10957,42,324.14,32,180.87,143.27,Pitched,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,62.66638652,103.9958619
2217,349821,10957,42,327.61,38,180.87,146.74,Pitched,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,26.72442245,40.06533795
2218,349822,10954,41,193.57,3,180.87,12.7,Flat,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,79.72746334,225.2610523
2219,349823,11550,41,353.92,14,180.89,173.04,Flat,2538.3,145.67,-6.44,174.17,181.08,52.78,48.09,0,50.082,156.5811033
2220,349824,11632,999,205.5,18,181.08,24.42,Complex,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,114.9532939,419.5839634
2221,349825,11632,999,261.42,15,181.04,80.38,Complex,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,78.90789308,260.9803026
2222,349826,10951,999,264.48,17,181.15,83.33,Complex,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,64.20218242,145.036773
2223,349827,10955,41,234.33,1,181,53.33,Flat,3243.565,60.44,-0.37,128.93,181.11,63.26,53.84,-0.43,142.6091603,599.7265553
2224,349875,10153,999,262.26,20,181.04,81.22,Complex,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,117.167589,297.908659
2225,349876,10153,42,266.27,40,181.21,85.05,Pitched,3279.054,71.72,0,138.33,181.19,59.08,56.54,0.43,36.50922968,80.10659537
2226,349877,9655,41,203.95,4,180.94,23.01,Flat,1448.765,43.73,0.31,86.92,181.03,57.48,26.67,1.07,101.5207393,643.3492415
2227,349878,10182,42,214.12,33,181.11,33.01,Pitched,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,25.63520358,41.05256486
2228,349879,10182,41,191.86,3,180.72,11.14,Flat,4473.261,38.32,-0.04,91.54,181.05,120.8,37.03,1.07,170.8962335,1635.928097
2229,349880,9923,41,241.92,9,181.18,60.74,Flat,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,35.73478577,76.3293458
2230,349881,9923,41,419.4,12,181.28,238.12,Flat,4769.261,78.23,-0.06,246.99,181.26,88.82,53.7,0.56,27.44616841,39.18403758
2231,349882,10279,42,285.58,37,181.27,104.31,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,37.74938014,87.4217023
2232,349883,10279,41,272.43,5,181.3,91.13,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,45.11162735,94.57573067
2233,349884,10279,42,234.9,26,181.34,53.56,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,18.7242826,21.8866116
2234,349885,10279,41,225.93,6,181.25,44.68,Flat,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,121.445723,489.7414602
2235,349886,10279,999,261.21,20,181.13,80.08,Complex,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,115.8516605,326.5129773
2236,349887,11634,42,293.5,30,180.87,112.63,Pitched,1877.072,112.93,16.08,120,180.89,55.25,34.69,0.17,24.94641364,36.60625957
2237,349888,10957,41,314.05,10,180.85,133.2,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,72.77013135,106.4399538
2238,349889,10957,41,331.23,7,180.84,150.39,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,86.37629403,332.1447837
2239,349890,10957,41,314.18,10,180.86,133.32,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,42.1115915,97.72378645
2240,349891,10954,41,362.9,7,180.86,182.04,Flat,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,134.0871113,760.9913983
2241,349902,10279,999,264.03,20,181.28,82.75,Complex,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,56.30495613,88.29796559
2242,349903,10279,42,238.79,43,181.22,57.57,Pitched,6159.097,51.39,0,134.44,181.3,125.12,53.38,0.56,40.01938578,80.93071049
2243,349904,10957,41,325.01,7,180.85,144.16,Flat,1883.806,137.72,10.74,151.54,180.88,57.38,33.18,0.17,125.0492722,423.9858407
2244,349905,10954,42,342.85,41,180.88,161.97,Pitched,2475.17,147.32,0.16,182.92,180.89,52.81,52.57,0.17,88.17040185,261.0825822
2245,349906,11637,41,224.17,14,180.91,43.26,Flat,7409.122,54.81,0,104.96,180.95,115.98,98.89,0.53,123.1237819,300.95191
2246,349907,11632,41,268.78,8,181.09,87.69,Flat,5450.835,76.62,0,147.92,181.13,98.11,55.94,-0.43,54.06020139,152.3749204
2247,349908,10951,41,264.33,4,181.05,83.28,Flat,1625.411,102.52,2.03,165.62,181.15,53.96,30.12,-0.43,43.4139053,83.44196694
