,BLDGID,MEAN_AVGHT,Lat,Lon,OBJECTID,ID,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area,geometry
2312,14714,56.4,41.884789000000005,-87.63797,1849,339487.0,42.0,210.73,31.0,179.73,31.0,Pitched,2329.117,56.4,1.09,120.53,181.26,115.46,26.83,-6.53,29.800633192,46.2418007552,"POLYGON ((-87.63717787941918 41.88551031347266, -87.63720112386373 41.88541741099566, -87.63725333058326 41.88542470501984, -87.63723008740826 41.88551760659946, -87.63717787941918 41.88551031347266))"
2313,14714,56.4,41.884789000000005,-87.63797,2442,366280.0,41.0,296.69,13.0,178.53,118.16,Flat,2329.117,56.4,1.09,120.53,181.26,115.46,26.83,-6.53,197.787160601,583.672782146,"POLYGON ((-87.63746122351351 41.88492778613326, -87.63722638187441 41.8849210419186, -87.63719324247162 41.88492009004472, -87.63721053078871 41.88458393015733, -87.63750366596787 41.88459234942292, -87.63748637797211 41.88492850844938, -87.63746122351351 41.88492778613326), (-87.63723749483056 41.88488151431275, -87.63740689546923 41.88488637906106, -87.63741760418355 41.884678145743, -87.63724820409455 41.8846732810065, -87.63723749483056 41.88488151431275))"
2314,14714,56.4,41.884789000000005,-87.63797,2443,366286.0,41.0,206.49,3.0,178.01,28.48,Flat,2329.117,56.4,1.09,120.53,181.26,115.46,26.83,-6.53,200.521071559,905.156292966,"POLYGON ((-87.63718368879698 41.88509168181923, -87.63730028851947 41.88510797116666, -87.63729404945995 41.88513291135774, -87.63740598915723 41.88514855004851, -87.6372908314102 41.88560882800528, -87.63717118413611 41.88561162112521, -87.63710516380034 41.88556301481562, -87.63712186301231 41.8853387963936, -87.63718368879698 41.88509168181923), (-87.63717558085764 41.88537869564404, -87.63725446179045 41.88538971638365, -87.63726868125991 41.88533288391308, -87.63718980039478 41.88532186318266, -87.63717558085764 41.88537869564404), (-87.63717787941918 41.88551031347266, -87.63723008740826 41.88551760659946, -87.63725333058326 41.88542470501984, -87.63720112386373 41.88541741099566, -87.63717787941918 41.88551031347266))"
2315,14718,13.32,41.8848,-87.635681,820,332659.0,999.0,191.92,20.0,180.9,11.03,Complex,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,32.1794674061,51.6263955253,"POLYGON ((-87.63442239676108 41.88526400123611, -87.63456295296614 41.88526229244839, -87.63456382109625 41.88530215349316, -87.63442326480389 41.88530386228251, -87.63442239676108 41.88526400123611))"
2316,14718,13.32,41.8848,-87.635681,821,332660.0,41.0,200.8,7.0,180.76,20.04,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,179.386758175,1071.23622538,"POLYGON ((-87.63480717578304 41.88541568469395, -87.63490915154061 41.88541444453444, -87.63490702094903 41.88531660747983, -87.63490585631403 41.88526313341777, -87.63480388079694 41.88526437357272, -87.63480307817707 41.88522749251351, -87.63484621190389 41.88522696765543, -87.6349444574081 41.88522577330533, -87.63497930690072 41.88522535004275, -87.63525606005472 41.88522198566954, -87.63525839456767 41.88532916072802, -87.63517947602926 41.88533012055336, -87.63509625628316 41.88533113293342, -87.63509842021014 41.8854304811384, -87.6351024814178 41.88561697752388, -87.63481163578115 41.88562051310192, -87.63480717578304 41.88541568469395))"
2317,14718,13.32,41.8848,-87.635681,948,333635.0,999.0,207.74,28.0,180.82,26.92,Complex,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,35.8753120711,76.1826446345,"POLYGON ((-87.63517947602926 41.88533012055336, -87.63518163887986 41.88542946876255, -87.63509842021014 41.8854304811384, -87.63509625628316 41.88533113293342, -87.63517947602926 41.88533012055336))"
2318,14718,13.32,41.8848,-87.635681,949,333636.0,999.0,204.49,31.0,180.8,23.7,Complex,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,35.1616833749,72.2462209524,"POLYGON ((-87.63517947602926 41.88533012055336, -87.63525839456767 41.88532916072802, -87.63526055874571 41.88542850892823, -87.63518163887986 41.88542946876255, -87.63517947602926 41.88533012055336))"
2319,14718,13.32,41.8848,-87.635681,952,333641.0,41.0,201.11,4.0,180.85,20.26,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,48.6397149194,135.314803452,"POLYGON ((-87.63480240016446 41.88519638051324, -87.63480060967107 41.8851141314212, -87.6349419886523 41.88511241221777, -87.6349444574081 41.88522577330533, -87.63484621190389 41.88522696765543, -87.63484553387036 41.88519585565554, -87.63480240016446 41.88519638051324))"
2320,14718,13.32,41.8848,-87.635681,957,333671.0,41.0,185.63,4.0,180.87,4.76,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,160.428811999,849.482707565,"POLYGON ((-87.63406057573631 41.88531589533773, -87.63405638255301 41.88512317774133, -87.63431263445986 41.88512006393564, -87.63431747066733 41.88534225178049, -87.63435024253452 41.88534185369478, -87.63435642872204 41.88562604670014, -87.63421688042793 41.88562774246424, -87.63421005385831 41.88531407917659, -87.63406057573631 41.88531589533773))"
2321,14718,13.32,41.8848,-87.635681,958,333672.0,41.0,200.41,4.0,180.74,19.67,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,71.1064971451,289.089611693,"POLYGON ((-87.63525606005472 41.88522198566954, -87.63497930690072 41.88522535004275, -87.6349768392886 41.88511198894967, -87.63525359073054 41.88510862279114, -87.63525606005472 41.88522198566954))"
2322,14718,13.32,41.8848,-87.635681,959,333673.0,42.0,218.56,35.0,180.88,37.68,Pitched,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,14.0681553438,12.3656930312,"POLYGON ((-87.63480240016446 41.88519638051324, -87.63484553387036 41.88519585565554, -87.63484621190389 41.88522696765543, -87.63480307817707 41.88522749251351, -87.63480240016446 41.88519638051324))"
2323,14718,13.32,41.8848,-87.635681,970,333787.0,42.0,200.8,38.0,180.87,19.94,Pitched,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,28.7999342508,50.2472462538,"POLYGON ((-87.63480388079694 41.88526437357272, -87.63490585631403 41.88526313341777, -87.63490702094903 41.88531660747983, -87.63480504534695 41.88531784763639, -87.63480388079694 41.88526437357272))"
2324,14718,13.32,41.8848,-87.635681,979,333828.0,41.0,201.25,10.0,180.86,20.39,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,56.7086308248,142.799314492,"POLYGON ((-87.63518163887986 41.88542946876255, -87.63526055874571 41.88542850892823, -87.63526483512013 41.88562487555524, -87.63518591501274 41.88562583539414, -87.63518163887986 41.88542946876255))"
2325,14718,13.32,41.8848,-87.635681,980,333829.0,42.0,191.14,36.0,180.94,10.2,Pitched,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,24.4630633588,35.7734580433,"POLYGON ((-87.63460042551705 41.88551377193946, -87.63465874567383 41.88551306235387, -87.6346601951996 41.88557963161061, -87.6346018749734 41.88558034029673, -87.63460042551705 41.88551377193946))"
2326,14718,13.32,41.8848,-87.635681,1274,335210.0,41.0,199.44,8.0,180.88,18.56,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,113.487766859,310.101396122,"POLYGON ((-87.63435024253452 41.88534185369478, -87.63434650652417 41.88517021847523, -87.63442033551227 41.8851693206648, -87.63442239676108 41.88526400123611, -87.63442326480389 41.88530386228251, -87.6344302582436 41.88562514978044, -87.63435642872204 41.88562604670014, -87.63435024253452 41.88534185369478))"
2327,14718,13.32,41.8848,-87.635681,1275,335211.0,41.0,193.9,15.0,180.89,13.01,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,94.4689186456,432.028903714,"POLYGON ((-87.63406057573631 41.88531589533773, -87.63421005385831 41.88531407917659, -87.63421688042793 41.88562774246424, -87.63406740278933 41.8856295595332, -87.63406057573631 41.88531589533773))"
2328,14718,13.32,41.8848,-87.635681,1276,335212.0,42.0,204.79,27.0,180.87,23.92,Pitched,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,57.4219586456,150.577093713,"POLYGON ((-87.6351024814178 41.88561697752388, -87.63509842021014 41.8854304811384, -87.63518163887986 41.88542946876255, -87.63518591501274 41.88562583539414, -87.63510269607941 41.88562684687417, -87.6351024814178 41.88561697752388))"
2329,14718,13.32,41.8848,-87.635681,1847,339479.0,42.0,203.31,32.0,180.88,22.43,Pitched,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,38.6525219087,91.9332158745,"POLYGON ((-87.63480504534695 41.88531784763639, -87.63490702094903 41.88531660747983, -87.63490915154061 41.88541444453444, -87.63480717578304 41.88541568469395, -87.63480504534695 41.88531784763639))"
2330,14718,13.32,41.8848,-87.635681,2425,366220.0,41.0,188.93,12.0,180.86,8.07,Flat,5463.128,13.32,-0.05,38.22,180.9,99.34,57.33,0.51,223.545299898,1692.12265981,"POLYGON ((-87.63442326480389 41.88530386228251, -87.63456382109625 41.88530215349316, -87.63456295296614 41.88526229244839, -87.63442239676108 41.88526400123611, -87.63442033551227 41.8851693206648, -87.6344192351435 41.88511876804275, -87.63480060967107 41.8851141314212, -87.63480240016446 41.88519638051324, -87.63480307817707 41.88522749251351, -87.63480388079694 41.88526437357272, -87.63480504534695 41.88531784763639, -87.63480717578304 41.88541568469395, -87.63481163578115 41.88562051310192, -87.6344302582436 41.88562514978044, -87.63442326480389 41.88530386228251), (-87.63460042551705 41.88551377193946, -87.6346018749734 41.88558034029673, -87.6346601951996 41.88557963161061, -87.63465874567383 41.88551306235387, -87.63460042551705 41.88551377193946))"
2331,14720,36.54,41.8848,-87.635681,785,331598.0,41.0,218.93,4.0,180.75,38.18,Flat,2949.742,36.54,-0.28,48.03,181.12,55.86,52.81,0.51,211.412779001,2793.69829785,"POLYGON ((-87.63554095734753 41.88549249356605, -87.6355328920146 41.88512222865538, -87.63616931664309 41.88511448514725, -87.63618027896841 41.88561747868196, -87.63570860235752 41.88562321785921, -87.63570792106886 41.88559194196164, -87.63564338922396 41.88551974770323, -87.63558356700848 41.88549197583448, -87.63554095734753 41.88549249356605))"
2332,14720,36.54,41.8848,-87.635681,950,333637.0,42.0,227.64,18.0,180.91,46.73,Pitched,2949.742,36.54,-0.28,48.03,181.12,55.86,52.81,0.51,37.0296597983,76.6091725159,"POLYGON ((-87.63554179339987 41.88553088036755, -87.63559845404694 41.88553019029693, -87.63559890093916 41.88555071338961, -87.63563911355699 41.88555022331519, -87.63564072276293 41.8856240439384, -87.63554384935057 41.88562522228467, -87.63554179339987 41.88553088036755))"
2333,14720,36.54,41.8848,-87.635681,1848,339480.0,42.0,220.6,44.0,180.93,39.67,Pitched,2949.742,36.54,-0.28,48.03,181.12,55.86,52.81,0.51,50.9016658081,79.4340747503,"POLYGON ((-87.63554179339987 41.88553088036755, -87.63554095734753 41.88549249356605, -87.63558356700848 41.88549197583448, -87.63564338922396 41.88551974770323, -87.63570792106886 41.88559194196164, -87.63570860235752 41.88562321785921, -87.63564072276293 41.8856240439384, -87.63563911355699 41.88555022331519, -87.63559890093916 41.88555071338961, -87.63559845404694 41.88553019029693, -87.63554179339987 41.88553088036755))"
2334,14794,10.15,41.885689,-87.627716,2110,342634.0,42.0,191.58,22.0,180.75,10.83,Pitched,160.166,10.15,1.85,11.98,180.92,25.91,6.18,0.45,64.1897786639,160.16566515,"POLYGON ((-87.62778651169353 41.8856720848563, -87.62809881486245 41.88566854428451, -87.62809994461411 41.88572420365708, -87.62778764117424 41.88572774423379, -87.62778651169353 41.8856720848563))"
2335,14933,11.85,41.885670000000005,-87.632263,420,257771.0,41.0,195.09,4.0,180.91,14.18,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,44.5716218449,101.628321305,"POLYGON ((-87.63124258547417 41.88576023205187, -87.63124177925631 41.88573000250027, -87.63124032878434 41.8856755887626, -87.6313173982236 41.88567444095793, -87.63132121514055 41.88581752791519, -87.6312441443242 41.88581867573021, -87.63124258547417 41.88576023205187))"
2336,14933,11.85,41.885670000000005,-87.632263,440,257978.0,41.0,195.08,4.0,180.91,14.17,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,44.5289164156,101.289261915,"POLYGON ((-87.63135769304134 41.88567384114734, -87.63143450699029 41.88567269737074, -87.63143595761802 41.88572711020421, -87.63143676392737 41.88575733975383, -87.63143832295424 41.88581578342834, -87.63136150883402 41.88581692720864, -87.63135769304134 41.88567384114734))"
2337,14933,11.85,41.885670000000005,-87.632263,448,258732.0,42.0,193.3,47.0,180.94,12.36,Pitched,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,38.4678399188,53.1335639022,"POLYGON ((-87.6313173982236 41.88567444095793, -87.63135769304134 41.88567384114734, -87.63136150883402 41.88581692720864, -87.63132121514055 41.88581752791519, -87.6313173982236 41.88567444095793))"
2338,14933,11.85,41.885670000000005,-87.632263,468,259572.0,41.0,192.81,3.0,180.88,11.93,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,72.0648928292,181.219694914,"POLYGON ((-87.63124032878434 41.8856755887626, -87.63124177925631 41.88573000250027, -87.63088039214685 41.88573538305716, -87.63087894078492 41.88568097022011, -87.63124032878434 41.8856755887626))"
2339,14933,11.85,41.885670000000005,-87.632263,469,259578.0,41.0,192.84,3.0,180.74,12.1,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,75.1981405609,201.905571329,"POLYGON ((-87.63124258547417 41.88576023205187, -87.6312441443242 41.88581867573021, -87.63086927125042 41.88582425737732, -87.6308677127418 41.88576581369164, -87.63124258547417 41.88576023205187))"
2340,14933,11.85,41.885670000000005,-87.632263,493,263080.0,41.0,192.79,3.0,180.8,11.99,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,102.949833868,274.532364035,"POLYGON ((-87.63143450699029 41.88567269737074, -87.63198198175816 41.88566454201989, -87.63198343405536 41.8857189548367, -87.63143595761802 41.88572711020421, -87.63143450699029 41.88567269737074))"
2341,14933,11.85,41.885670000000005,-87.632263,512,263360.0,41.0,192.84,3.0,180.89,11.95,Flat,1205.673,11.85,0.8,15.08,180.95,92.65,15.89,0.72,102.949935117,291.96448756,"POLYGON ((-87.63143676392737 41.88575733975383, -87.6319788464414 41.88574926450418, -87.63198040596195 41.885807708168, -87.63143832295424 41.88581578342834, -87.63143676392737 41.88575733975383))"
2342,14938,11.99,41.885661999999996,-87.634552,778,331472.0,41.0,195.12,40.0,180.84,14.28,Flat,36.481,11.99,0.0,14.81,180.94,7.44,4.91,0.51,24.6841715122,36.4809126,"POLYGON ((-87.63397868396427 41.88576576901676, -87.63406830011957 41.88576467979707, -87.63406926126588 41.88580885818241, -87.63397964504887 41.88580994740327, -87.63397868396427 41.88576576901676))"
2343,14944,9.57,41.885689,-87.627716,2125,344189.0,42.0,191.49,21.0,180.83,10.65,Pitched,169.263,9.57,-0.01,11.89,180.95,23.76,7.12,0.45,61.7712048178,169.263009361,"POLYGON ((-87.62778467124021 41.8857828955212, -87.62807104193823 41.88577964900053, -87.62807234520254 41.88584379632076, -87.62778597301293 41.88584704285316, -87.62778467124021 41.8857828955212))"
2344,15400,43.24,41.885689,-87.627716,938,333336.0,42.0,189.06,32.0,181.01,8.05,Pitched,4239.453,43.24,-0.01,96.68,181.35,105.8,42.45,0.45,68.8450217581,106.914506636,"POLYGON ((-87.62743639485264 41.88595974495173, -87.62747799770709 41.88595927355679, -87.62748365821469 41.88623817742773, -87.62744205397412 41.88623864883252, -87.62743639485264 41.88595974495173))"
2345,15400,43.24,41.885689,-87.627716,1141,334330.0,42.0,266.05,24.0,180.82,85.23,Pitched,4239.453,43.24,-0.01,96.68,181.35,105.8,42.45,0.45,127.910444307,912.823426428,"POLYGON ((-87.62747799770709 41.88595927355679, -87.62747589860632 41.88585586188508, -87.62773502538165 41.88585292538019, -87.6277427865254 41.88623523999435, -87.62754067678308 41.88623753080778, -87.62748365821469 41.88623817742773, -87.62747799770709 41.88595927355679))"
2346,15400,43.24,41.885689,-87.627716,1142,334331.0,41.0,192.36,3.0,181.0,11.36,Flat,4239.453,43.24,-0.01,96.68,181.35,105.8,42.45,0.45,86.8781777031,386.161122891,"POLYGON ((-87.62728612803681 41.88596144762329, -87.62743639485264 41.88595974495173, -87.62744205397412 41.88623864883252, -87.62729178771031 41.88624035150927, -87.62728612803681 41.88596144762329))"
2347,15400,43.24,41.885689,-87.627716,1143,334332.0,41.0,230.03,1.0,181.14,48.89,Flat,4239.453,43.24,-0.01,96.68,181.35,105.8,42.45,0.45,147.158137403,1146.49099359,"POLYGON ((-87.62656322048504 41.8861737967696, -87.62655843397512 41.88593779551268, -87.6270288197079 41.88593246754223, -87.62703089989849 41.88603500476589, -87.62713142418745 41.88603386590255, -87.62713413244629 41.88616732990085, -87.62656322048504 41.8861737967696))"
2348,15400,43.24,41.885689,-87.627716,1313,335490.0,42.0,189.03,36.0,181.11,7.92,Pitched,4239.453,43.24,-0.01,96.68,181.35,105.8,42.45,0.45,72.3452313596,161.11586262,"POLYGON ((-87.627223433306 41.88596215844388, -87.62728612803681 41.88596144762329, -87.62729178771031 41.88624035150927, -87.62722909270694 41.88624106233474, -87.627223433306 41.88596215844388))"
2349,15400,43.24,41.885689,-87.627716,2454,366320.0,41.0,222.48,1.0,181.12,41.36,Flat,4239.453,43.24,-0.01,96.68,181.35,105.8,42.45,0.45,358.111141303,1525.94741645,"POLYGON ((-87.627223433306 41.88596215844388, -87.62722909270694 41.88624106233474, -87.62646776297828 41.88624968544693, -87.62646029771653 41.88588158093379, -87.62646003709352 41.8858687215631, -87.62722136229249 41.88586009763175, -87.6272216230681 41.88587295699968, -87.627223433306 41.88596215844388), (-87.62656322048504 41.8861737967696, -87.62713413244629 41.88616732990085, -87.62713142418745 41.88603386590255, -87.62703089989849 41.88603500476589, -87.6270288197079 41.88593246754223, -87.62655843397512 41.88593779551268, -87.62656322048504 41.8861737967696))"
2350,15419,54.6,41.8857,-87.626587,463,259564.0,41.0,273.96,10.0,181.68,92.28,Flat,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,50.2308153716,122.496362351,"POLYGON ((-87.62592180748868 41.88597966672417, -87.6260016380116 41.88597844078728, -87.62600621888893 41.88614494231369, -87.62592638815889 41.88614616825513, -87.62592180748868 41.88597966672417))"
2351,15419,54.6,41.8857,-87.626587,508,263254.0,999.0,270.49,17.0,181.57,88.92,Complex,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,96.052145326,202.170828429,"POLYGON ((-87.62592638815889 41.88614616825513, -87.62600621888893 41.88614494231369, -87.6260016380116 41.88597844078728, -87.62592180748868 41.88597966672417, -87.62592017673994 41.88592039923943, -87.62604682540686 41.88591845333168, -87.62605447812447 41.88619661867438, -87.62592783011384 41.88619856458764, -87.62592638815889 41.88614616825513))"
2352,15419,54.6,41.8857,-87.626587,548,265036.0,42.0,264.37,22.0,181.32,83.05,Pitched,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,140.074416519,354.93479998,"POLYGON ((-87.62592783011384 41.88619856458764, -87.62605447812447 41.88619661867438, -87.62604682540686 41.88591845333168, -87.62592017673994 41.88592039923943, -87.62591848251154 41.88585882636232, -87.62610407528048 41.88585597546589, -87.62611500716226 41.88625331154886, -87.62592941445823 41.88625616336463, -87.62592783011384 41.88619856458764))"
2353,15419,54.6,41.8857,-87.626587,940,333338.0,42.0,252.09,36.0,181.59,70.5,Pitched,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,30.7280048058,55.7068001111,"POLYGON ((-87.62555997226482 41.88596982411919, -87.62567445400921 41.88596806558932, -87.62567590692095 41.88602086537128, -87.62556142509115 41.88602262480385, -87.62555997226482 41.88596982411919))"
2354,15419,54.6,41.8857,-87.626587,963,333712.0,42.0,216.65,43.0,181.55,35.1,Pitched,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,53.5368110217,117.183195592,"POLYGON ((-87.62561420895119 41.8861877460163, -87.62561095761312 41.88606957756188, -87.62567721962438 41.88606855996868, -87.62568283200592 41.88625995064707, -87.6256162239236 41.88626097373177, -87.62561420895119 41.8861877460163))"
2355,15419,54.6,41.8857,-87.626587,1096,334219.0,41.0,244.6,3.0,181.53,63.07,Flat,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,80.8968176738,256.981868568,"POLYGON ((-87.6255586745299 41.88592266624255, -87.62555997226482 41.88596982411919, -87.62556142509115 41.88602262480385, -87.62556273649547 41.88607031850904, -87.62561095761312 41.88606957756188, -87.62561420895119 41.8861877460163, -87.62548252346424 41.88618976931942, -87.62547521058634 41.8859239476883, -87.6255586745299 41.88592266624255))"
2356,15419,54.6,41.8857,-87.626587,1097,334220.0,41.0,248.17,14.0,181.59,66.58,Flat,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,29.4748921993,49.7540796039,"POLYGON ((-87.6255586745299 41.88592266624255, -87.62567315739543 41.88592090770797, -87.6256739402581 41.8859493829062, -87.62567445400921 41.88596806558932, -87.62555997226482 41.88596982411919, -87.6255586745299 41.88592266624255))"
2357,15419,54.6,41.8857,-87.626587,1098,334221.0,41.0,212.7,10.0,181.5,31.2,Flat,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,137.826433013,881.485392146,"POLYGON ((-87.62567721962438 41.88606855996868, -87.62567590692095 41.88602086537128, -87.62567445400921 41.88596806558932, -87.6256739402581 41.8859493829062, -87.6257260538644 41.88594858197409, -87.62572477413318 41.88590204637027, -87.62567266056467 41.88590284730155, -87.62567190158593 41.88586261361116, -87.62591848251154 41.88585882636232, -87.62592017673994 41.88592039923943, -87.62592180748868 41.88597966672417, -87.62592638815889 41.88614616825513, -87.62592783011384 41.88619856458764, -87.62592941445823 41.88625616336463, -87.62568283200592 41.88625995064707, -87.62567721962438 41.88606855996868))"
2358,15419,54.6,41.8857,-87.626587,1315,335492.0,42.0,248.64,31.0,181.59,67.05,Pitched,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,29.5940042719,50.3197642717,"POLYGON ((-87.62556142509115 41.88602262480385, -87.62567590692095 41.88602086537128, -87.62567721962438 41.88606855996868, -87.62561095761312 41.88606957756188, -87.62556273649547 41.88607031850904, -87.62556142509115 41.88602262480385))"
2359,15419,54.6,41.8857,-87.626587,1838,339388.0,41.0,240.67,3.0,181.08,59.59,Flat,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,157.03372429,505.109695894,"POLYGON ((-87.62567190158593 41.88586261361116, -87.62567266056467 41.88590284730155, -87.62567315739543 41.88592090770797, -87.6255586745299 41.88592266624255, -87.62547521058634 41.8859239476883, -87.62548252346424 41.88618976931942, -87.62561420895119 41.8861877460163, -87.6256162239236 41.88626097373177, -87.6254114128013 41.88626412035087, -87.62539992178671 41.88626429641614, -87.62538899311838 41.8858669593417, -87.62567190158593 41.88586261361116))"
2360,15419,54.6,41.8857,-87.626587,1839,339389.0,42.0,216.98,39.0,181.58,35.39,Pitched,2618.492,54.6,0.0,94.63,181.68,59.34,44.13,0.76,18.9852698751,22.3497127757,"POLYGON ((-87.62567315739543 41.88592090770797, -87.62567266056467 41.88590284730155, -87.62572477413318 41.88590204637027, -87.6257260538644 41.88594858197409, -87.6256739402581 41.8859493829062, -87.62567315739543 41.88592090770797))"
2361,15460,84.35,41.885661999999996,-87.633423,1754,339033.0,42.0,256.16,21.0,181.0,75.16,Pitched,3658.884,84.35,0.0,119.46,181.08,91.82,46.13,0.51,38.8486292759,71.1291100702,"POLYGON ((-87.63355247031733 41.88583469575394, -87.63372755585306 41.88583256781375, -87.63372851467983 41.88587665704737, -87.6335534290149 41.88587878408921, -87.63355247031733 41.88583469575394))"
2362,15460,84.35,41.885661999999996,-87.633423,1755,339034.0,41.0,293.57,14.0,180.87,112.7,Flat,3658.884,84.35,0.0,119.46,181.08,91.82,46.13,0.51,28.2586120834,46.1577362418,"POLYGON ((-87.63291024462634 41.88618355545081, -87.63301872479111 41.88618223878862, -87.63301972905805 41.8862284155487, -87.6329112488241 41.88622973311298, -87.63291024462634 41.88618355545081))"
2363,15460,84.35,41.885661999999996,-87.633423,1809,339251.0,41.0,252.86,21.0,181.04,71.83,Flat,3658.884,84.35,0.0,119.46,181.08,91.82,46.13,0.51,21.716854073,29.1919267239,"POLYGON ((-87.63355247031733 41.88583469575394, -87.6335534290149 41.88587878408921, -87.63353133586919 41.88587905278381, -87.6334815720477 41.88587965695486, -87.63348061339951 41.88583556861865, -87.63355247031733 41.88583469575394))"
2364,15460,84.35,41.885661999999996,-87.633423,1824,339325.0,42.0,294.33,49.0,181.05,113.27,Pitched,3658.884,84.35,0.0,119.46,181.08,91.82,46.13,0.51,26.6497511941,42.8231414054,"POLYGON ((-87.63360784268859 41.88593207245864, -87.63367305680987 41.88593127940165, -87.63367460836062 41.88600254244147, -87.63360939296163 41.88600333550648, -87.63360784268859 41.88593207245864))"
2365,15460,84.35,41.885661999999996,-87.633423,1832,339360.0,42.0,261.02,32.0,181.09,79.93,Pitched,3658.884,84.35,0.0,119.46,181.08,91.82,46.13,0.51,52.3914653701,171.463253741,"POLYGON ((-87.6335791142947 41.88609971395378, -87.63373332817247 41.88609783985854, -87.6337359538157 41.88621850459333, -87.63358174086204 41.88622037958805, -87.6335791142947 41.88609971395378))"
2366,15460,84.35,41.885661999999996,-87.633423,1833,339361.0,41.0,184.77,3.0,180.8,3.98,Flat,3658.884,84.35,0.0,119.46,181.08,91.82,46.13,0.51,80.2905640932,312.78752186,"POLYGON ((-87.63331736245871 41.88601498625184, -87.63348447267948 41.88601295580423, -87.63348638469793 41.88610084068274, -87.6334876409318 41.88615857986167, -87.63348856732631 41.88620111019927, -87.63348962254597 41.88624960411957, -87.63335485741696 41.88625124182888, -87.63335108967908 41.8860780855291, -87.63331874405822 41.88607847827737, -87.63331736245871 41.88601498625184))"
2367,15460,84.35,41.885661999999996,-87.633423,1851,339490.0,42.0,195.29,28.0,180.99,14.29,Pitched,3658.884,84.35,0.0,119.46,181.08,91.82,46.13,0.51,20.2734999774,25.569028404,"POLYGON ((-87.6334876409318 41.88615857986167, -87.63355288541705 41.88615778670515, -87.63355381186372 41.88620031794256, -87.63348856732631 41.88620111019927, -87.6334876409318 41.88615857986167))"
2368,15460,84.35,41.885661999999996,-87.633423,1852,339491.0,41.0,259.74,4.0,181.07,78.67,Flat,3658.884,84.35,0.0,119.46,181.08,91.82,46.13,0.51,31.8331553094,39.9269959012,"POLYGON ((-87.63358174086204 41.88622037958805, -87.6337359538157 41.88621850459333, -87.63373656538785 41.88624660329121, -87.63358235235775 41.88624847738654, -87.63358174086204 41.88622037958805))"
