BLDGID,LAT,LON,SSR,TOPELEV_M,MED_SLOPE,BASEELEV_M,HGT_AGL,ROOFTYPE,AREA_M2,AVGHT_M,MINHT_M,MAXHT_M,BASE_M,LEN,WID,ORIENT8,Shape_Leng,Shape_Area
13244,41.883144,-87.628845,42,264.58,32,180.91,83.67,Pitched,11784.646999999999,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,29.2860769711,53.4161895638
13244,41.883144,-87.628845,999,208.15,26,180.79,27.36,Complex,11784.646999999999,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,41.9616000019,91.15903773379999
13244,41.883144,-87.628845,42,208.96,21,180.92,28.04,Pitched,11784.646999999999,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,63.8982641624,168.519142896
13244,41.883144,-87.628845,999,212.48,18,180.81,31.67,Complex,11784.646999999999,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,71.6924038176,296.016477358
13244,41.883144,-87.628845,41,209.34,7,180.97,28.37,Flat,11784.646999999999,33.96,-0.43,85.96,180.98,119.73,100.54,0.76,55.745202560900005,147.00256141399998
13255,41.883148,-87.627686,42,229.83,19,181.14,48.7,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,64.9487999994,251.187175794
13255,41.883148,-87.627686,41,246.61,5,181.1,65.51,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,379.208356099,1670.19909521
13255,41.883148,-87.627686,41,250.22,10,181.23,68.99,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,44.1890856987,109.637654148
13255,41.883148,-87.627686,41,252.8,2,181.2,71.6,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,86.1442739627,366.11237997
13255,41.883148,-87.627686,41,252.35,7,181.2,71.15,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,118.322504543,451.64825854599997
13255,41.883148,-87.627686,42,252.41,28,181.11,71.3,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,39.7351935774,88.4607828242
13255,41.883148,-87.627686,42,230.45,28,181.16,49.29,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,23.3878572281,31.7866271839
13255,41.883148,-87.627686,41,227.08,6,181.04,46.04,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,288.49215759099997,1545.06864874
13255,41.883148,-87.627686,41,246.53,5,180.96,65.57,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,516.968718875,3111.1456651999997
13255,41.883148,-87.627686,41,262.58,4,181.29,81.29,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,34.976973839,76.4571510117
13255,41.883148,-87.627686,42,250.89,26,181.05,69.84,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,60.7127999999,221.725332991
13255,41.883148,-87.627686,42,254.98,26,181.2,73.78,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,58.8302000016,154.16639645200001
13255,41.883148,-87.627686,41,250.86,16,181.13,69.73,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,69.8551431035,222.91893425
13255,41.883148,-87.627686,42,249.73,41,181.24,68.49,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,22.6359880709,27.1979095464
13255,41.883148,-87.627686,41,258.84,5,181.12,77.72,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,31.9983132504,63.06409023649999
13255,41.883148,-87.627686,41,252.38,7,181.15,71.23,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,42.1351055922,74.5732434844
13255,41.883148,-87.627686,41,258.83,4,181.17,77.66,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,33.3484332399,66.6910124635
13255,41.883148,-87.627686,41,258.77,6,181.11,77.67,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,34.1517031813,72.6249230179
13255,41.883148,-87.627686,41,259.08,2,181.14,77.94,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,49.6635644547,137.854485942
13255,41.883148,-87.627686,41,246.52,9,181.26,65.26,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,36.2957926048,74.6126140258
13255,41.883148,-87.627686,42,246.46,24,181.16,65.3,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,43.2236995139,76.4303242923
13255,41.883148,-87.627686,41,263.38,5,181.12,82.26,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,72.1347431549,242.355861805
13255,41.883148,-87.627686,41,256.85,2,181.2,75.65,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,45.8184288806,124.839413908
13255,41.883148,-87.627686,42,243.53,37,180.97,62.56,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,119.714626144,258.412307553
13255,41.883148,-87.627686,42,245.96,39,181.07,64.89,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,34.121199231999995,53.4874544515
13255,41.883148,-87.627686,41,252.13,5,181.17,70.96,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,45.8379284962,102.66576449200001
13255,41.883148,-87.627686,999,234.85,36,181.14,53.71,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,35.929158534,69.5673511702
13255,41.883148,-87.627686,41,249.28,4,181.03,68.25,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,117.583938198,572.39926426
13255,41.883148,-87.627686,41,251.13,7,181.14,69.99,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,105.288958993,313.18137415900003
13255,41.883148,-87.627686,999,255.61,26,181.14,74.47,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,31.7077897269,62.5453774217
13255,41.883148,-87.627686,999,231.58,19,181.07,50.51,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,36.0928746379,67.04076286189999
13255,41.883148,-87.627686,42,248.47,23,181.08,67.39,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,123.08872358,751.5042884430001
13255,41.883148,-87.627686,999,231.3,25,181.16,50.14,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,21.5919981887,29.1365207077
13255,41.883148,-87.627686,42,186.04,24,181.08,4.96,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,24.42785012,35.3192844766
13255,41.883148,-87.627686,42,250.37,22,181.02,69.35,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,22.1681496403,28.7472471719
13255,41.883148,-87.627686,42,250.17,38,181.14,69.03,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,24.9724950568,34.5516281357
13255,41.883148,-87.627686,41,246.52,4,181.23,65.29,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,56.3517539934,145.246290404
13255,41.883148,-87.627686,42,186.11,17,181.01,5.1,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,45.9296350136,84.4465422719
13255,41.883148,-87.627686,999,232.18,16,181.13,51.05,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,73.5572673872,301.281969205
13255,41.883148,-87.627686,41,251.26,2,181.3,69.95,Flat,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,73.1835326192,303.232001068
13255,41.883148,-87.627686,42,186.11,19,180.92,5.19,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,46.6517041405,90.9663210919
13255,41.883148,-87.627686,999,250.14,24,181.13,69.01,Complex,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,31.034028292,57.4649320855
13255,41.883148,-87.627686,42,186.04,17,181.0,5.04,Pitched,12694.893,62.17,-0.17,84.32,181.2,127.51,105.3,0.76,44.680929980200006,72.9386623868
13263,41.883965,-87.633423,41,204.64,8,181.0,23.64,Flat,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,350.759367652,2050.29564485
13263,41.883965,-87.633423,41,248.54,15,180.98,67.56,Flat,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,69.69702980779999,155.392825083
13263,41.883965,-87.633423,41,198.51,5,181.0,17.51,Flat,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,94.55562980399999,278.710264423
13263,41.883965,-87.633423,41,251.55,13,180.99,70.56,Flat,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,49.0315431247,139.413392827
13263,41.883965,-87.633423,41,244.85,4,181.01,63.84,Flat,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,64.3235999998,185.86173511599998
13263,41.883965,-87.633423,41,265.58,2,181.02,84.56,Flat,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,57.0802000035,152.8209533
13263,41.883965,-87.633423,42,185.57,21,180.83,4.74,Pitched,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,42.2953999992,78.2248583105
13263,41.883965,-87.633423,42,246.79,30,181.03,65.75,Pitched,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,23.5748000015,33.4395174446
13263,41.883965,-87.633423,41,185.53,13,180.91,4.62,Flat,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,48.473999999499995,77.926535993
13263,41.883965,-87.633423,999,204.92,16,181.0,23.92,Complex,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,60.8178000022,212.250624759
13263,41.883965,-87.633423,41,209.22,2,180.89,28.33,Flat,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,107.7709729,628.10603325
13263,41.883965,-87.633423,41,258.36,4,180.95,77.41,Flat,4922.974,44.73,0.0,85.54,181.02,92.49,61.15,0.0,179.070000004,930.531628963
13565,41.884865000000005,-87.624298,42,187.2,22,182.5,4.7,Pitched,76.73100000000001,4.33,2.46,5.24,182.77,11.41,6.72,0.76,36.2715894277,76.7309935624
13767,41.8848,-87.635681,41,189.62,1,180.91,8.71,Flat,670.686,8.74,0.41,11.24,181.07,30.11,24.16,0.51,124.828255164,613.454618856
13767,41.8848,-87.635681,41,192.17,14,180.93,11.24,Flat,670.686,8.74,0.41,11.24,181.07,30.11,24.16,0.51,30.3217379968,57.2311666005
13909,41.884861,-87.625427,42,331.32,37,181.45,149.86,Pitched,1703.685,134.7,0.07,172.95,181.46,45.45,38.63,0.0,35.0333400255,53.7923252337
13909,41.884861,-87.625427,42,249.5,54,181.45,68.05,Pitched,1703.685,134.7,0.07,172.95,181.46,45.45,38.63,0.0,134.052276041,872.5464475389999
13909,41.884861,-87.625427,42,354.36,54,181.21,173.15,Pitched,1703.685,134.7,0.07,172.95,181.46,45.45,38.63,0.0,132.41131380299998,777.346037678
13987,41.884857000000004,-87.626587,41,192.57,8,181.25,11.32,Flat,3326.335,16.15,0.0,59.07,181.36,65.89,51.86,0.43,127.578272377,580.515197972
13987,41.884857000000004,-87.626587,41,205.86,5,181.26,24.61,Flat,3326.335,16.15,0.0,59.07,181.36,65.89,51.86,0.43,135.376644946,472.635121308
13987,41.884857000000004,-87.626587,41,196.63,14,181.22,15.41,Flat,3326.335,16.15,0.0,59.07,181.36,65.89,51.86,0.43,125.062627936,608.95449191
13987,41.884857000000004,-87.626587,41,196.76,2,181.35,15.41,Flat,3326.335,16.15,0.0,59.07,181.36,65.89,51.86,0.43,34.9948915496,70.7597662891
13987,41.884857000000004,-87.626587,41,209.24,15,181.28,27.96,Flat,3326.335,16.15,0.0,59.07,181.36,65.89,51.86,0.43,37.6312744219,49.41056205140001
13987,41.884857000000004,-87.626587,999,193.97,15,181.25,12.72,Complex,3326.335,16.15,0.0,59.07,181.36,65.89,51.86,0.43,161.569944263,1507.62660119
13987,41.884857000000004,-87.626587,41,208.07,18,181.42,26.65,Flat,3326.335,16.15,0.0,59.07,181.36,65.89,51.86,0.43,25.1986949438,36.433005522399995
14004,41.884811,-87.633423,41,253.42,14,180.9,72.52,Flat,2199.728,75.17,0.33,85.11,180.91,50.76,43.33,0.0,74.90779999829999,345.219077565
14004,41.884811,-87.633423,41,264.94,7,180.9,84.04,Flat,2199.728,75.17,0.33,85.11,180.91,50.76,43.33,0.0,28.0805999991,49.169038097299996
14004,41.884811,-87.633423,999,265.58,17,180.9,84.68,Complex,2199.728,75.17,0.33,85.11,180.91,50.76,43.33,0.0,46.8171999995,96.6198640449
14004,41.884811,-87.633423,42,228.06,0,180.89,47.17,Pitched,2199.728,75.17,0.33,85.11,180.91,50.76,43.33,0.0,45.209400000100004,101.89860146299999
14004,41.884811,-87.633423,41,260.31,3,180.88,79.43,Flat,2199.728,75.17,0.33,85.11,180.91,50.76,43.33,0.0,302.949200001,1606.82098377
14037,41.884846,-87.628845,42,185.71,30,180.64,5.07,Pitched,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,37.8001572548,76.137601787
14037,41.884846,-87.628845,42,193.11,40,180.69,12.42,Pitched,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,31.858512372,36.7544650387
14037,41.884846,-87.628845,999,211.72,16,180.7,31.02,Complex,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,83.5720435055,405.8420612
14037,41.884846,-87.628845,42,247.83,24,180.82,67.01,Pitched,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,29.438505464299997,49.3108920864
14037,41.884846,-87.628845,41,265.05,11,180.7,84.35,Flat,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,127.030956349,386.901674837
14037,41.884846,-87.628845,42,196.47,30,180.8,15.67,Pitched,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,82.6758964496,365.136264539
14037,41.884846,-87.628845,42,261.73,25,180.67,81.06,Pitched,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,103.344915875,236.735510637
14037,41.884846,-87.628845,42,243.39,24,180.7,62.68,Pitched,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,35.0603260127,57.77992848939999
14037,41.884846,-87.628845,999,247.88,21,180.72,67.16,Complex,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,222.48999431400003,688.120981918
14037,41.884846,-87.628845,42,244.02,35,180.75,63.27,Pitched,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,30.5231096115,50.8946347906
14037,41.884846,-87.628845,42,251.41,23,180.83,70.58,Pitched,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,39.1328405979,95.66256916020001
14037,41.884846,-87.628845,41,250.76,2,180.75,70.01,Flat,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,56.0745999962,196.076924794
14037,41.884846,-87.628845,41,235.55,13,180.63,54.92,Flat,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,172.093817993,1677.43436913
14037,41.884846,-87.628845,41,250.79,2,180.74,70.05,Flat,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,40.5679448264,87.4639965203
14037,41.884846,-87.628845,41,243.37,12,180.85,62.52,Flat,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,91.52397353100001,426.01004749199996
14037,41.884846,-87.628845,42,210.17,27,180.66,29.51,Pitched,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,111.750197782,617.873706223
14037,41.884846,-87.628845,999,197.98,16,180.78,17.2,Complex,5567.383000000001,51.18,0.18,89.21,180.78,100.15,61.17,0.62,44.7119604964,113.24736031799999
14054,41.8848,-87.635681,42,215.43,18,181.89,33.54,Pitched,790.548,22.4,0.0,39.46,181.4,30.76,25.7,0.51,20.7303174866,26.779019415900002
14054,41.8848,-87.635681,41,199.22,5,181.0,18.22,Flat,790.548,22.4,0.0,39.46,181.4,30.76,25.7,0.51,76.0364934908,316.582966986
14054,41.8848,-87.635681,41,207.42,9,180.81,26.61,Flat,790.548,22.4,0.0,39.46,181.4,30.76,25.7,0.51,88.2841785258,447.18573442
14056,41.884803999999995,-87.634552,41,199.7,3,180.87,18.83,Flat,2216.885,18.29,-1.87,27.96,181.02,55.63,41.34,0.51,230.670277534,2175.74889771
14056,41.884803999999995,-87.634552,999,208.13,31,180.94,27.19,Complex,2216.885,18.29,-1.87,27.96,181.02,55.63,41.34,0.51,25.6700107874,41.1362226392
14058,41.8848,-87.636841,41,366.19,1,181.0,185.19,Flat,3700.655,138.96,0.0,198.3,181.8,67.46,55.36,0.51,290.360527902,2654.47195837
14058,41.8848,-87.636841,41,198.33,3,180.81,17.52,Flat,3700.655,138.96,0.0,198.3,181.8,67.46,55.36,0.51,152.70150926600002,760.877210683
14058,41.8848,-87.636841,42,375.27,32,181.4,193.88,Pitched,3700.655,138.96,0.0,198.3,181.8,67.46,55.36,0.51,68.2866872084,285.305471907
14077,41.88485,-87.627716,42,300.04,27,181.14,118.91,Pitched,6005.628000000001,41.85,0.06,126.39,181.08,106.85,61.78,0.76,49.8594830407,150.906709085
14077,41.88485,-87.627716,42,225.19,39,181.04,44.15,Pitched,6005.628000000001,41.85,0.06,126.39,181.08,106.85,61.78,0.76,26.2049055053,41.1388311405
14077,41.88485,-87.627716,42,299.94,25,180.94,119.0,Pitched,6005.628000000001,41.85,0.06,126.39,181.08,106.85,61.78,0.76,269.939428505,1409.51595749
14077,41.88485,-87.627716,41,218.65,7,180.91,37.74,Flat,6005.628000000001,41.85,0.06,126.39,181.08,106.85,61.78,0.76,229.783498989,3087.6273739
14077,41.88485,-87.627716,41,185.87,5,180.92,4.95,Flat,6005.628000000001,41.85,0.06,126.39,181.08,106.85,61.78,0.76,211.852139892,600.495142749
14077,41.88485,-87.627716,42,305.83,38,181.0,124.83,Pitched,6005.628000000001,41.85,0.06,126.39,181.08,106.85,61.78,0.76,50.7160549275,157.09679498
14077,41.88485,-87.627716,42,233.3,29,180.97,52.33,Pitched,6005.628000000001,41.85,0.06,126.39,181.08,106.85,61.78,0.76,33.455141095900004,69.1325581866
14077,41.88485,-87.627716,42,184.14,22,180.91,3.23,Pitched,6005.628000000001,41.85,0.06,126.39,181.08,106.85,61.78,0.76,255.93281125299998,414.373093163
14077,41.88485,-87.627716,42,227.35,28,180.91,46.44,Pitched,6005.628000000001,41.85,0.06,126.39,181.08,106.85,61.78,0.76,35.1200891051,75.3411957461
14256,41.8857,-87.626587,999,184.26,20,181.17,3.08,Complex,74.002,2.92,0.87,6.13,181.29,12.87,5.75,0.0,37.2391999997,74.0016238768
14389,41.884811,-87.633423,42,189.62,33,180.73,8.89,Pitched,365.74,8.46,0.09,11.23,180.9,69.1,5.29,0.0,148.77879999799998,365.740005846
14398,41.884811,-87.633423,42,192.4,30,180.77,11.63,Pitched,303.64799999999997,9.67,0.0,12.8,180.86,68.85,4.41,0.51,146.519372596,303.647980015
14597,41.884865000000005,-87.624298,41,305.11,3,183.3,121.81,Flat,1836.92,106.41,0.0,122.89,183.42,84.67,21.7,0.76,81.7748000007,245.408763614
14597,41.884865000000005,-87.624298,41,298.92,13,182.0,116.92,Flat,1836.92,106.41,0.0,122.89,183.42,84.67,21.7,0.76,294.50020445900003,1591.51104221
14669,41.884861,-87.625427,42,218.73,17,181.44,37.28,Pitched,2725.825,35.44,0.0,91.02,181.59,68.94,51.43,0.0,22.758200001,31.792238642199997
14669,41.884861,-87.625427,41,192.03,14,181.5,10.53,Flat,2725.825,35.44,0.0,91.02,181.59,68.94,51.43,0.0,162.84500000100002,1542.52284985
14669,41.884861,-87.625427,42,270.38,43,181.31,89.07,Pitched,2725.825,35.44,0.0,91.02,181.59,68.94,51.43,0.0,63.3885999974,233.319120805
14669,41.884861,-87.625427,999,203.76,16,181.44,22.32,Complex,2725.825,35.44,0.0,91.02,181.59,68.94,51.43,0.0,68.7706000004,251.714832462
14669,41.884861,-87.625427,42,266.39,20,181.34,85.05,Pitched,2725.825,35.44,0.0,91.02,181.59,68.94,51.43,0.0,50.7696000021,116.403781689
14669,41.884861,-87.625427,42,263.35,27,181.27,82.07,Pitched,2725.825,35.44,0.0,91.02,181.59,68.94,51.43,0.0,178.878599998,550.072035167
14674,41.884861,-87.625427,42,267.84,29,181.93,85.91,Pitched,2566.077,49.89,0.0,91.71,181.86,65.99,38.89,0.0,25.8435999975,40.1754743914
14674,41.884861,-87.625427,42,191.8,27,181.65,10.15,Pitched,2566.077,49.89,0.0,91.71,181.86,65.99,38.89,0.0,52.889706424799996,157.612028157
14674,41.884861,-87.625427,41,230.46,8,181.44,49.02,Flat,2566.077,49.89,0.0,91.71,181.86,65.99,38.89,0.0,131.004999999,440.532240361
14674,41.884861,-87.625427,41,234.78,9,181.56,53.22,Flat,2566.077,49.89,0.0,91.71,181.86,65.99,38.89,0.0,51.6949999984,112.04924524200001
14674,41.884861,-87.625427,42,226.78,35,181.6,45.18,Pitched,2566.077,49.89,0.0,91.71,181.86,65.99,38.89,0.0,22.409400001199998,31.1425364629
14674,41.884861,-87.625427,41,272.17,4,181.94,90.23,Flat,2566.077,49.89,0.0,91.71,181.86,65.99,38.89,0.0,55.8995999992,168.695960711
14674,41.884861,-87.625427,999,200.1,16,181.52,18.58,Complex,2566.077,49.89,0.0,91.71,181.86,65.99,38.89,0.0,123.32300000299999,885.64970409
14674,41.884861,-87.625427,41,264.18,15,181.73,82.46,Flat,2566.077,49.89,0.0,91.71,181.86,65.99,38.89,0.0,196.70230642299998,730.219463017
14692,41.88485,-87.627716,42,231.36,30,181.13,50.23,Pitched,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,27.0355576385,45.5435983716
14692,41.88485,-87.627716,42,212.6,31,181.16,31.44,Pitched,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,13.9098910396,11.7517124532
14692,41.88485,-87.627716,42,185.83,25,181.0,4.83,Pitched,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,51.34084055939999,138.944237704
14692,41.88485,-87.627716,999,220.35,17,181.04,39.31,Complex,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,75.7012256836,201.526321053
14692,41.88485,-87.627716,41,216.81,15,181.05,35.76,Flat,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,32.438110194299995,64.291165185
14692,41.88485,-87.627716,999,211.52,20,180.95,30.57,Complex,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,178.63381699599998,1781.04630906
14692,41.88485,-87.627716,42,208.81,33,181.13,27.68,Pitched,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,106.42619180700001,242.838353019
14692,41.88485,-87.627716,41,210.43,2,180.98,29.45,Flat,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,158.329646547,547.654737615
14692,41.88485,-87.627716,41,215.51,3,181.07,34.44,Flat,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,31.5349853418,57.205749148500004
14692,41.88485,-87.627716,999,215.12,15,180.98,34.14,Complex,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,212.017852337,1543.18945299
14692,41.88485,-87.627716,41,214.64,12,181.12,33.52,Flat,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,50.8009279941,157.961613313
14692,41.88485,-87.627716,42,211.35,27,180.93,30.42,Pitched,5438.316,30.56,0.08,51.12,181.08,111.81,50.93,0.43,109.44407343399999,646.362762802
14697,41.884823,-87.631134,41,211.43,2,180.91,30.52,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,120.581799999,905.184178065
14697,41.884823,-87.631134,41,207.74,2,180.93,26.81,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,82.77699999880001,377.549750746
14697,41.884823,-87.631134,999,194.89,20,180.83,14.06,Complex,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,96.2701999992,572.66696847
14697,41.884823,-87.631134,41,227.26,2,180.9,46.36,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,68.0232000016,273.827697492
14697,41.884823,-87.631134,41,235.06,2,180.78,54.28,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,98.3677000015,591.3254030319999
14697,41.884823,-87.631134,41,197.87,2,180.84,17.03,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,74.71619999970001,285.646360576
14697,41.884823,-87.631134,41,212.18,5,180.88,31.3,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,44.4847938453,113.573779874
14697,41.884823,-87.631134,41,209.86,2,180.82,29.04,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,285.184999999,1997.84080041
14697,41.884823,-87.631134,41,197.09,3,180.77,16.32,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,419.912222105,2715.17401492
14697,41.884823,-87.631134,41,360.26,3,180.75,179.51,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,48.103600001000004,128.418787841
14697,41.884823,-87.631134,42,376.18,0,180.75,195.43,Pitched,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,94.30050000930001,286.582351468
14697,41.884823,-87.631134,41,199.23,5,180.94,18.29,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,30.9857999999,59.021140679700004
14697,41.884823,-87.631134,42,192.94,25,180.88,12.06,Pitched,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,65.3902000003,157.681161884
14697,41.884823,-87.631134,999,213.01,19,180.97,32.04,Complex,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,24.1194000021,33.864428726
14697,41.884823,-87.631134,42,360.33,17,180.85,179.48,Pitched,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,40.6241328399,94.9921151602
14697,41.884823,-87.631134,42,188.15,25,180.87,7.29,Pitched,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,80.6006522574,152.620114812
14697,41.884823,-87.631134,42,188.2,26,180.89,7.31,Pitched,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,47.140160427299996,76.30201801369999
14697,41.884823,-87.631134,42,186.99,36,180.8,6.19,Pitched,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,18.6721436238,19.4928247421
14697,41.884823,-87.631134,999,193.73,22,180.86,12.87,Complex,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,78.24346982760001,184.941659956
14697,41.884823,-87.631134,42,376.25,31,180.68,195.57,Pitched,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,148.941399999,1286.46832923
14697,41.884823,-87.631134,41,376.27,4,180.86,195.41,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,90.8736604274,267.32822486099997
14697,41.884823,-87.631134,42,186.78,31,180.79,5.99,Pitched,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,82.9625436259,240.35490530200002
14697,41.884823,-87.631134,41,360.12,4,180.88,179.24,Flat,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,46.983599998100004,121.94162891100001
14697,41.884823,-87.631134,42,193.8,49,180.97,12.83,Pitched,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,66.3236000016,78.1079086842
14697,41.884823,-87.631134,999,200.61,21,180.71,19.9,Complex,11196.57,49.88,-0.01,225.87,180.97,119.0,100.99,-0.06,48.386842471099996,175.663922095
